,label,tweet_cleaned,tweet_text
299,NO,now playing : stinger by stinger,Now Playing: Stinger by Stinger
300,NO,it 's just rain right now at snoqualmie pass . <repeat> stevens pass reporting light snow . <repeat> temp of <number> some icy / snowy spots on roads there .,It's just rain right now at Snoqualmie Pass.. Stevens Pass reporting light snow.. temp of 33. Some icy/snowy spots on roads there.
301,NO,"the freeway at dawn . it sings its siren call to all americans , come , ride me . come <allcaps> ride <allcaps> me <allcaps> ! ok <allcaps> , freeway . ok . <url>","The freeway at dawn. It sings its siren call to all Americans, Come, ride me. COME RIDE ME! OK, freeway. Ok. http://t.co/PwCpS1Ag"
302,NO,home fires of christmas -LRB- kindle edition -RRB- newly tagged ebooks : <elong> home fires of christmas -LRB- kindle ed . <repeat> <url>,Home Fires of Christmas (Kindle Edition) newly tagged ebooks:               Home Fires of Christmas (Kindle Ed... http://t.co/Vs0YfJNN
303,YES,abandoned house catches fire in monroe : monroe firefighters battled a fire in an abandoned house friday . <repeat> <url> <hashtag> seattle,Abandoned house catches fire in Monroe: Monroe firefighters battled a fire in an abandoned house Friday... http://t.co/b1r1utv5 #seattle
304,YES,<hashtag> seattlepd <allcaps> collision detectives investigating a train / pedestrian collision near king street station . for more go to <url>,#SeattlePD collision detectives investigating a train/pedestrian collision near King Street Station. For more go to http://t.co/QTuar3ut
305,YES,wrong-way head-on crash kills <number> drivers in wash. : authorities a man driving the wrong way on a state highway has . <repeat> <url>,Wrong-way head-on crash kills 2 drivers in Wash.: Authorities a man driving the wrong way on a state highway has... http://t.co/3fsAp9uN
306,YES,bbc <allcaps> news uk <allcaps> woman dies in car and van crash : a woman has died and a man has been injured after a crash involving . <repeat> <url>,BBC News UK Woman dies in car and van crash: A woman has died and a man has been injured after a crash involving... http://t.co/27be9OMT
307,NO,police cornered off liverpool city centre this morning when a suspicious object was discovered in a car it later turned out to be a tax disc,Police cornered off Liverpool City Centre this morning when a suspicious object was discovered in a car It later turned out to be a tax disc
308,NO,another bump in the road with travel . i think im ready to come home . see you soon seattle,Another bump in the road with travel. I think Im ready to come home. See you soon Seattle
309,YES,"toxic cargo train crash : a bridge failed in paulsboro , sending several train cars -- at least one leaking a toxi . <repeat> <url>","Toxic cargo train crash: A bridge failed in Paulsboro, sending several train cars -- at least one leaking a toxi... http://t.co/Jk1rO3W5"
310,NO,sean sullivan - washington wine report : walla walla valley report <number> part i <elong> <url> <hashtag> wa <allcaps> wine <hashtag> wine <hashtag> wallawalla,Sean Sullivan - Washington Wine Report: Walla Walla Valley Report 2012 Part III http://t.co/mGl9DWc1 #WAwine #Wine #WallaWalla
311,NO,"percy harvin , ben roethlisberger headline week <number> ? s injury reports -LRB- shutdown corner <smile> the minnesota vikings list . <repeat> <url>","Percy Harvin, Ben Roethlisberger headline Week 13?s injury reports (Shutdown Corner): The Minnesota Vikings list... http://t.co/kS0v1hd1"
312,NO,truck rodeo with <number> trucks at fremont sunday <number> <number> beer garden open too ! come eat ! we 'll have frogs legs !,Truck rodeo with 10 trucks at Fremont Sunday 10-5. Beer garden open too! Come eat! We'll have frogs legs!
313,YES,police investigate fatal shooting at kansas city chiefs ' arrowhead stadium : police spokeswoman confirms one of t . <repeat> <url>,Police investigate fatal shooting at Kansas City Chiefs' Arrowhead Stadium: Police spokeswoman confirms one of t... http://t.co/oiqdUBkH
314,YES,abandoned house catches fire in monroe : monroe firefighters battled a fire in an abandoned house friday . <repeat> <url> <hashtag> seattle,Abandoned house catches fire in Monroe: Monroe firefighters battled a fire in an abandoned house Friday... http://t.co/S9SKHrRv #seattle
315,NO,did not like my performance in lfr hof last night due to the fire fixes . time to hit the dummies to evaluate frost & fire again .,Did not like my performance in Lfr HoF last night due to the fire fixes.  Time to hit the dummies to evaluate frost & fire again.
316,NO,"more people in miami needing book , car accident : personal injury , wisdom , knowledge , & support by estra <allcaps> . bus collision at miami airport .","More people in Miami needing book, Car Accident: Personal Injury, Wisdom, Knowledge, & Support by ESTRA. Bus Collision at Miami Airport."
317,NO,okay so on the way back we almost killed a passenger from another car . thank god for the emergency break . it was exactly like in the movies,Okay so on the way back we almost killed a passenger from another car. Thank god for the emergency break. It was exactly like in the movies
318,NO,now playing : stinger more weekend gold by stinger more weekend gold,Now Playing: Stinger More Weekend Gold by Stinger More Weekend Gold
319,NO,where a car comes out from no where ad both party are unaware until its top late but thankfully my dad hit the breaks in time .,Where a car comes out from no where ad both party are unaware until its top late but thankfully my dad hit the breaks in time.
320,NO,we were inches away from the car . somebody could have died . afterwards my car jammed up cause of the emergency break .,We were inches away from the car. Somebody could have died. Afterwards my car jammed up cause of the emergency break.
321,YES,"mp <allcaps> carl judge , my book , car accident : personal injury wisdom , knowledge , & support is available in uk <allcaps> . <url>","MP Carl Judge, my book, Car Accident: Personal Injury Wisdom, Knowledge, & Support is available in UK. http://t.co/gTAmsodf"
322,NO,off to tacoma to see some car museum or other . knitting in car and also sleeping thanks <allcaps> dog <allcaps> for <allcaps> waking <allcaps> me <allcaps> up <allcaps>,Off to Tacoma to see some car museum or other. Knitting in car and also sleeping THANKS DOG FOR WAKING ME UP
323,NO,a happy accident -LRB- kindle edition -RRB- newly tagged music : a happy accident -LRB- kindle edition -RRB- by evan tyler . <repeat> <url> <hashtag> music,A Happy Accident (Kindle Edition) newly tagged music: A Happy Accident (Kindle Edition)By Evan Tyler   ... http://t.co/wwLHJS5t #music
324,NO,need a break from a car collision ? ready to break in the holidays ? try this : <url>,Need a break from a car collision? Ready to break in the Holidays? Try this: http://t.co/XLia0MAU
325,YES,auto fire alarm | <number> s norfolk st | units : e <number> l <number>,Auto Fire Alarm | 3301 S Norfolk St | Units: E33 L12
326,NO,bbc <allcaps> news uk <allcaps> man hurt in horse carriage crash : a man is seriously injured in a crash between a car and a horse-dr . <repeat> <url>,BBC News UK Man hurt in horse carriage crash: A man is seriously injured in a crash between a car and a horse-dr... http://t.co/qdQYolZv
327,NO,electronic stability control braking may have helped reduce motor vehicle crashes <url>,Electronic stability control braking may have helped reduce motor vehicle crashes  http://t.co/wQWePX08
328,NO,off roading sounds fun today but this time were taking my truck not the gay tacoma hahahah x 'd,Off roading sounds fun today but this time were taking my truck not the gay Tacoma hahahah x'D
329,YES,<hashtag> bangladesh <hashtag> factory fire reveals method retailers bypass <hashtag> labor laws that resulted from nyc <allcaps> triangle shirtwaist fire . <url>,#Bangladesh #factory fire reveals method retailers bypass #labor laws that resulted from NYC triangle shirtwaist fire. http://t.co/qC5HMOCa
330,NO,<number> ways to drive traffic to your website : ebook - use video to drive traffic - <url>,25 Ways to Drive Traffic to your Website: eBook - Use video to drive traffic - http://t.co/3aWN3mqr
331,NO,my sack lunch ! ? <repeat> <hashtag> weed <hashtag> ounce <hashtag> fire <hashtag> smoke <hashtag> mylunch <hashtag> legal <url>,My sack lunch! ???????? #weed #ounce #fire #smoke #mylunch #legal http://t.co/WnpQP1PN
332,NO,"intention it is like the wheel of the car , giving direction to people . if not this wheel on the car , can you use that car ?","Intention it is like the wheel of the car, giving direction to people. If not this wheel on the car, can you use that car?"
333,NO,did you know that a pound of muscle burns about <number> calories a day and a pound of fat only burns <number> - <url>,Did you know that a pound of muscle burns about 9 calories a day and a pound of fat only burns 2 - http://t.co/B8KrdmDF
334,YES,i just saw a car accident in issaquah crazy stressful,I just saw a car accident in issaquah crazy stressful
335,NO,des moines police need three cop cars to pull over a <number> year old man . <repeat> really ?,Des Moines police need three cop cars to pull over a 80 year old man ... Really?
336,NO,"<hashtag> kattwilliams performs , fire truck appears <url>","#KattWilliams performs, fire truck appears http://t.co/vPIZGuet"
337,YES,always nice to wake up to a bunch of fire trucks in front of your house .,Always nice to wake up to a bunch of fire trucks in front of your house.
338,NO,providence eyewitness news injury report : week <number> providence eyewitness newstampa <allcaps> bay <allcaps> buccaneers <allcaps> at denver <allcaps> broncos <allcaps> buccaneers <allcaps> : probable <allcaps> : . <repeat>,Providence Eyewitness News Injury Report: Week 13Providence Eyewitness NewsTAMPA BAY BUCCANEERS at DENVER BRONCOS  BUCCANEERS: PROBABLE:...
339,YES,crash reported on nb <allcaps> sr <allcaps> <number> to nb <allcaps> <number>,crash reported on NB SR 7to NB 705
340,YES,man wounded in car in south seattle : seattle <allcaps> -LRB- ap <allcaps> -RRB- a driver who was shot by unknown suspects flagged d . <repeat> <url> <hashtag> seattle,Man wounded in car in south Seattle: SEATTLE (AP)  A driver who was shot by unknown suspects flagged d... http://t.co/SmUHRSHv #seattle
341,NO,eagles fire d-line coach amid eight-game skid - the foundering philadelphia eagles have fired defensive line coach j . <repeat> <url>,Eagles fire D-line coach amid eight-game skid - The foundering Philadelphia Eagles have fired defensive line coach J... http://t.co/Zli04iAa
342,NO,water over road and sidewalk behind northgate mall . buses and cars diverting . take it slow . <url>,Water over road and sidewalk behind Northgate Mall. Buses and cars diverting. Take it slow. http://t.co/3PYy6Syt
343,YES,daytona beach police id <allcaps> man found dea <smile> police on monday publicly identified a <number> - year-old man found dead on a d . <repeat> <url>,Daytona Beach police ID man found dead: Police on Monday publicly identified a 23-year-old man found dead on a D... http://t.co/f9xAAX4k
344,NO,<number> th and <number> th on the east valley hwy traffic lights are reported to be out,208th and 215th on the east valley hwy traffic lights are reported to be out
345,NO,"kill the lights , these children learn from cigarette burns , fast cars , fast women & cheap drinks","Kill the lights, these children learn from cigarette burns, fast cars, fast women & cheap drinks"
346,YES,crash reported on the river rd at <number> th ave east,crash reported on the river rd at 77th ave east
347,YES,i <number> nb <allcaps> at s <number> th there is an accident partially blocking the hov <allcaps> lane !,I5 NB at S 188th there is an accident partially blocking the HOV lane!
348,YES,injury report : week <number> providence eyewitness news,Injury Report: Week 13  Providence Eyewitness News
349,YES,sr <allcaps> <number> northbound closed everret to marysville until tomorrow . a suspected dui <allcaps> crash damaged <number> support beams . <url>,SR529 northbound closed Everret to Marysville until tomorrow. A suspected DUI crash damaged 2 support beams. http://t.co/RHislXR0
350,YES,"<number> nb <allcaps> before se <allcaps> <number> th , an accident partially blocks the hov <allcaps> lane . <repeat>","405 NB before SE 8th, an accident partially blocks the HOV lane..."
351,NO,car sales bounce back from sandy : car sales rebounded even more than expected in november after being hurt a mon. . <repeat> <url>,Car sales bounce back from Sandy: Car sales rebounded even more than expected in November after being hurt a mon... http://t.co/kfrF1bJ0
352,NO,police accountability report : episode <number> lrn <allcaps> . fm <url> copblockorg,Police Accountability Report: Episode 72  LRN.fm http://t.co/QTpB9bqM CopBlockOrg
353,YES,auto fire alarm | <number> garfield pl ne | units : e <number> l <number>,Auto Fire Alarm | 3714 Garfield Pl Ne | Units: E17 L9
354,NO,lower spokane st bridge has closed to vehicle traffic,Lower Spokane St Bridge has closed to vehicle traffic
355,NO,"structural damage closes ferndale bridge : ferndale <allcaps> , wash . -LRB- ap <allcaps> -RRB- a weekend accident caused structural d . <repeat> <url> <hashtag> seattle","Structural damage closes Ferndale bridge: FERNDALE, Wash. (AP)  A weekend accident caused structural d... http://t.co/J34gvxT7 #seattle"
356,YES,auto fire alarm | <number> <number> th av | units : e <number> l <number>,Auto Fire Alarm | 1118 5th Av | Units: E2 L4
357,NO,spd <allcaps> has released a redacted portion of the katt williams police report for the incident in seattle on sunday : <url>,SPD has released a redacted portion of the Katt Williams police report for the incident in Seattle on Sunday: http://t.co/pNu0owzx
358,NO,lower spokane st bridge has re-opened to vehicle traffic,Lower Spokane St Bridge has re-opened to vehicle traffic
359,NO,cecil shorts injury : updates on jaguars wr <allcaps> 's concussion | bleacher report -LRB- via <url> -RRB- <hashtag> notgoingtohelp <url>,Cecil Shorts Injury: Updates on Jaguars WR's Concussion | Bleacher Report (via http://t.co/Of18j3Ag) #notgoingtohelp http://t.co/XTG3PPrh
360,NO,"<number> los angeles auto show : complete coverage : the <number> los angeles auto show opened this weekend , and automotiv . <repeat> <url>","2012 Los Angeles Auto Show: Complete Coverage: The 2012 Los Angeles Auto Show opened this weekend, and Automotiv... http://t.co/yeyoJ6Yb"
361,YES,i <number> nb <allcaps> at <number> th ave w there is an accident blocking the left lane and <allcaps> the hov <allcaps> off-ramp lane !,I5 NB at 44th Ave W there is an accident blocking the left lane AND the HOV off-ramp lane!
362,NO,free listings report : free listings report ebay double powerseller with <number> + feedback finally reveals the sec . <repeat> <url>,Free Listings Report: Free Listings Report eBay Double Powerseller With 28000+ Feedback Finally Reveals The Sec... http://t.co/ADLCfxLW
363,YES,just saw multiple emergency vehicles on the tarmac at seatac . fire engines & ambulance . not <allcaps> my <allcaps> plane <allcaps> ! still alarming to see .,Just saw multiple emergency vehicles on the tarmac at Seatac. Fire engines & ambulance. NOT MY PLANE! Still alarming to see.
364,NO,"automakers report strong sales last month : ford , chrysler , nissan , hyundai post big gains u.s. auto sales in nov. . <repeat> <url>","Automakers report strong sales last month: Ford, Chrysler, Nissan, Hyundai post big gains U.S. auto sales in Nov... http://t.co/ivvMGiWX"
365,YES,structural damage closes ferndale bridge : a weekend accident caused structural damage to a bridge over . <repeat> <url> <hashtag> seattle,Structural damage closes Ferndale bridge: A weekend accident caused structural damage to a bridge over ... http://t.co/Fpop6qQa #seattle
366,NO,<hashtag> bones spoilers keck 's exclusives : digging up bones ' new year scoop : <url>,#Bones Spoilers Keck's Exclusives: Digging Up Bones' New Year Scoop:  http://t.co/ycNqUqju
367,YES,motor vehicle accident | <number> th av s / s henderson st | units : e <number>,Motor Vehicle Accident | 50th Av S / S Henderson St | Units: E33
368,YES,collision at rainier ave s & s henderson st <number> eastbound lanes blocked w / orainier ave s,Collision at Rainier Ave S & S Henderson St 2 eastbound lanes blocked w/oRainier Ave S
369,NO,"exclusive peek of ` eat my vegan ' on youtube 's hungry <allcaps> : get an exclusive sneak peek of _ eat my vegan _ , the new series . <repeat> <url>","Exclusive Peek of 'Eat My Vegan' on YouTube's HUNGRY: Get an exclusive sneak peek of _Eat My Vegan_, the new series... http://t.co/ZLmXK5sE"
370,YES,"cops : chiefs lb <allcaps> shot self once they arrived - police hope to deliver an investigative report to prosecutors tuesday , . <repeat> <url>","Cops: Chiefs LB shot self once they arrived - Police hope to deliver an investigative report to prosecutors Tuesday,... http://t.co/TNtHC40b"
371,NO,<number> years ago today my dad was killed in a car accident in seattle ? <repeat>,12 years ago today my dad was killed in a car accident in Seattle ??
372,NO,orlando police officer arrested after probe : the orlando police department announced the arrest of agency officer . <url>,Orlando police officer arrested after probe: The Orlando Police Department announced the arrest of agency officer.    http://t.co/DgFsZkZ9
373,NO,"break , really is the perfect word though . i 'm broken , i 'm breaking . i need a break . i need something . <hashtag> tofeelworthyoflove <hashtag> justonce","Break, really is the perfect word though. I'm broken, I'm breaking. I need a break. I need something. #tofeelworthyoflove #justonce"
374,NO,if you are contacting me on skype about rcl <allcaps> you better tweet me your user or it 's an auto block .,If you are contacting me on Skype about RCL you better Tweet me your user or it's an auto block.
375,NO,watch <allcaps> : you wo n't believe how long this traffic jam lasted in russia <url>,WATCH: You Won't Believe How Long This Traffic Jam Lasted In Russia http://t.co/wmkzeGWK
376,NO,updated with link to police report : stand-up comic micah katt williams arrested after alleged bar dispute : <url>,Updated with link to police report: Stand-up comic Micah Katt Williams arrested after alleged bar dispute: http://t.co/VsuGkHHs
377,YES,structural damage closes ferndale bridge : an accident that caused structural damage to a bridge over th . <repeat> <url> <hashtag> seattle,Structural damage closes Ferndale bridge: An accident that caused structural damage to a bridge over th... http://t.co/xG4VLVAx #seattle
378,YES,"man slaps woman , flees police | federal way crime blotter : at <number> p.m. dec. . <number> in the <number> block of <number> th avenue . <repeat> <url>","Man slaps woman, flees police | Federal Way crime blotter: At 6:49 p.m. Dec. 2 in the 31000 block of 8th Avenue ... http://t.co/MJzRWHez"
379,NO,"other medical news : no sinus infection . possible mild eye infection , but no antibiotics , because drug-resistant bacteria is nobody 's friend .","Other medical news: no sinus infection. Possible mild eye infection, but no antibiotics, because drug-resistant bacteria is nobody's friend."
380,NO,sanford officer charged in hit-and-run crash : an off-duty sanford officer was charged in a hit-and-run crash ear . <repeat> <url>,Sanford officer charged in hit-and-run crash: An off-duty Sanford officer was charged in a hit-and-run crash ear... http://t.co/4KWT1MF3
381,NO,breaking <allcaps> : scumville fires or trades everyone on their current roster for allocation money and the rights to your first born child .,BREAKING: Scumville fires or trades everyone on their current roster for allocation money and the rights to your first born child.
382,NO,some highway traffic systems open to man-in-the-middle attack : highway traffic systems deployed across the unite . <repeat> <url>,Some Highway Traffic Systems Open to Man-in-the-Middle Attack: Highway traffic systems deployed across the Unite... http://t.co/V9fxsqi4
383,NO,some highway traffic systems open to man-in-the-middle attack : highway traffic systems deployed across the unite . <repeat> <url>,Some Highway Traffic Systems Open to Man-in-the-Middle Attack: Highway traffic systems deployed across the Unite... http://t.co/WDzF5gAw
384,YES,motor vehicle accident | <number> th av / university st | units : a <number>,Motor Vehicle Accident | 5th Av / University St | Units: A5
385,YES,"crash on right side , sb sr <number> south of <number> th , wsp & fire units on scene","crash on right side, sb sr 167 south of 180th, wsp & fire units on scene"
386,YES,auto fire alarm | <number> benton ln ne | units : e <number> l <number>,Auto Fire Alarm | 3896 Benton Ln Ne | Units: E22 L4
387,YES,"police : armed robbers stole woman 's car , tried to run from police <url>","Police: Armed robbers stole woman's car, tried to run from police http://t.co/tJZhyPme"
388,YES,"suspects allegedly rob woman 's keys , lead police on a chase in her car <url>","Suspects allegedly rob woman's keys, lead police on a chase in her car http://t.co/rg9pW5nu"
389,NO,avoided getting into a head on collision with a car driving down a center turn lane by honking furiously . way <allcaps> <hashtag> toocloseforcomfort,Avoided getting into a head on collision with a car driving down a center turn lane by honking furiously. WAY #toocloseforcomfort
390,YES,"suspects allegedly rob womans keys , lead police on a chase in her car : seattle <allcaps> officers arrested two . <repeat> <url> <hashtag> seattle","Suspects allegedly rob womans keys, lead police on a chase in her car: SEATTLE  Officers arrested two... http://t.co/VMn6IbeZ #seattle"
391,YES,"police : armed robbers stole woman 's car , tried to run from police : the victim was standing outside , smo . <repeat> <url> <hashtag> seattle","Police: Armed robbers stole woman's car, tried to run from police: The victim was standing outside, smo... http://t.co/vF2kcbxz #seattle"
392,YES,"uw <allcaps> alert <allcaps> : shots <allcaps> fire <allcaps> <smile> report of shots fired at the university book store , <number> university way ne <allcaps> , veh fled from scene , blk audi","UW ALERT: SHOTS FIRED:Report of shots fired at the University Book Store, 4326 University Way NE, Veh fled from scene, Blk Audi"
393,YES,reports of shots fired at / near university bookstore . if you 're in the area be careful ! suspect fled in black audi .,Reports of shots fired at/ near University Bookstore. If you're in the area be careful! Suspect fled in black Audi.
394,NO,tech | police want carriers to collect your texts : here we go again . cnet <allcaps> reported on monday that a group of law . <repeat> <url>,Tech| Police want carriers to collect your texts: Here we go again. CNET reported on Monday that a group of law ... http://t.co/IzwzFr8w
395,YES,"uw <allcaps> alert <allcaps> : shots <allcaps> fire <allcaps> <smile> report of shots fired at the university book store , <number> university way ne <allcaps> , veh fled from scene , blk audi","UW ALERT: SHOTS FIRED:Report of shots fired at the University Book Store, 4326 University Way NE, Veh fled from scene, Blk Audi"
396,YES,the uw <allcaps> sent out an alert about shots being fired near the bookstore on university way . a vehicle fled from the . <repeat> <url>,The UW sent out an alert about shots being fired near the bookstore on University Way. A vehicle fled from the... http://t.co/8bmU4y2z
397,NO,apparently unrelated incident also drew large response to broadway b of a just before vehicle spotted in montlake area . spd <allcaps> busy .,Apparently unrelated incident also drew large response to Broadway B of A just before vehicle spotted in Montlake area. SPD busy.
398,YES,"uw <allcaps> alert <allcaps> : shots <allcaps> fire <allcaps> <smile> report of shots fired at the university book store , <number> university way ne <allcaps> , veh fled from scene , blk audi","UW ALERT: SHOTS FIRED:Report of shots fired at the University Book Store, 4326 University Way NE, Veh fled from scene, Blk Audi"
399,NO,providence eyewitness news injury report : week <number> providence eyewitness newstampa <allcaps> bay <allcaps> buccaneers <allcaps> at denver <allcaps> broncos <allcaps> . <repeat> <url>,Providence Eyewitness News Injury Report: Week 13Providence Eyewitness NewsTAMPA BAY BUCCANEERS at DENVER BRONCOS ... http://t.co/cskaviv2
400,NO,"dec <number> <number> - german units , some suffering <number> % frostbite casualties , began pulling back from the suburbs of . <repeat> <url>","Dec 03, 1941 - German units, some suffering 40% frostbite casualties, began pulling back from the suburbs of... http://t.co/lVM9E5B9"
401,YES,shots fired at the bookstore <hashtag> uw <allcaps> <allcaps> <hashtag> seattle black audi fleeding the crime scene,Shots fired at the bookstore #UW #Seattle black audi fleeding the crime scene
402,NO,blocked in my neighborhood and the cop goes : you might want to walk away from that car because he has a gun and you do n't want to get shot .,Blocked in my neighborhood and the cop goes: you might want to walk away from that car because he has a gun and you don't want to get shot.
403,YES,"stay out of the u district . or . <repeat> anywhere south of here , it looks like that 's where the fire trucks are headed .","Stay out of the u district. Or... anywhere south of here, it looks like that's where the fire trucks are headed."
404,YES,"police : armed robbers stole woman 's car , tried to run from police : <url>","Police: Armed robbers stole woman's car, tried to run from police:  http://t.co/kJnJS0hh"
405,YES,cop cars and fire trucks outside guggenheim building for two school days in a row . <repeat> and caution tape across the entrance . <repeat> what 's going on ?,Cop cars and fire trucks outside Guggenheim building for two school days in a row...and caution tape across the entrance...what's going on?
406,YES,"uw <allcaps> alert <allcaps> : shots <allcaps> fire <allcaps> <smile> report of shots fired at the university book store , <number> university way ne <allcaps> , veh fled from scene , blk audi","UW ALERT: SHOTS FIRED:Report of shots fired at the University Book Store, 4326 University Way NE, Veh fled from scene, Blk Audi"
407,YES,"shots fired in or around the university bookstore , i 'm on my way back home -LRB- which is about <number> blocks away from . <repeat> <url>","Shots fired in or around the University Bookstore, I'm on my way back home (which is about 7 blocks away from... http://t.co/zRYf3FPZ"
408,NO,suspect vehicle and suspect located away from campus at lake washington and roanoke . active police response - stay out of area <hashtag> uw <allcaps> alert,Suspect vehicle and suspect located away from campus at Lake Washington and Roanoke. Active police response - stay out of area #UWalert
409,YES,reports say police have <hashtag> uw <allcaps> <allcaps> shooting suspect cornered .,Reports say police have #UW shooting suspect cornered.
410,YES,"uw <allcaps> alert <allcaps> : shots <allcaps> fire <allcaps> <smile> report of shots fired at the university book store , <number> university way ne <allcaps> , veh fled from scene , blk audi - -LRB- komonews -RRB-","UW ALERT: SHOTS FIRED:Report of shots fired at the University Book Store, 4326 University Way NE, Veh fled from scene, Blk Audi -(komonews)"
411,YES,seattle police reportedly corner u-district gunman . window reportedly shot out at crossroads chop near u bookstore . no injuries reported .,Seattle police reportedly corner U-District gunman.  Window reportedly shot out at Crossroads chop near U bookstore.  No injuries reported.
412,YES,"shots fired , police sirens , helicopters swarming the area , it all goes down on the ave <hashtag> uw <allcaps> <allcaps>","Shots fired, police sirens, helicopters swarming the area, it all goes down on the ave #UW"
413,YES,crazy police action by u w . <number> cars responding to ?,Crazy police action by U W. 20 cars responding to?
414,YES,my class is canceled due to a weird gathering of fire trucks blocking the entrance <url>,My class is canceled due to a weird gathering of fire trucks blocking the entrance http://t.co/z7hbJP0s
415,YES,"shots fired in the u-district , apparently no one hurt . police are pursuing suspect on lake washington","Shots fired in the U-District, apparently no one hurt. Police are pursuing suspect on Lake Washington"
416,YES,something like <number> cop cars all converted <number> blocks e of uw <allcaps> tower on the shooter from the uw <allcaps> bookstore <hashtag> fb,Something like 20 cop cars all converted 3 blocks E of UW Tower on the shooter from the UW Bookstore #fb
417,YES,"helicopters , police cars and fire trucks on campus , hope everybody 's okay","Helicopters, police cars and fire trucks on campus, hope everybody's okay"
418,YES,"well there were apparently shots fired two blocks away from me at the bookstore . oh , the perks of living in a city .","Well there were apparently shots fired two blocks away from me at the bookstore. Oh, the perks of living in a city."
419,YES,uw <allcaps> alert <allcaps> : shots <allcaps> fire <allcaps> <smile> report of shots fired at the university book store ! <hashtag> bigyikes stay safe ! <repeat>,UW ALERT: SHOTS FIRED:Report of shots fired at the University Book Store! #bigyikes Stay Safe!!
420,NO,the trauma nurses started playing a slideshow of car crashes and played i 'll be missing you . eventually i started crying . <hashtag> rip <allcaps> siggy,The trauma nurses started playing a slideshow of car crashes and played I'll Be Missing You. Eventually I started crying. #RIPsiggy
421,NO,car prowler steals climbing gear out of car near crowded restaurant saturday night : jessica t . <repeat> <url> phinney <allcaps> - view <allcaps> ridge <allcaps>,Car prowler steals climbing gear out of car near crowded restaurant Saturday night: Jessica t... http://t.co/eeYKcTZ7 PHINNEY-VIEW RIDGE
422,NO,"smoke.nap.smoke and make cookies.nap.smoke some more , and repeat .","Smoke.Nap.Smoke and make cookies.Nap.Smoke some more, and repeat."
423,YES,spd <allcaps> chase suspect in montlake following university bookstore shooting incident : police blocked stre . <repeat> <url> capitol <allcaps> hill <allcaps>,SPD chase suspect in Montlake following University Bookstore shooting incident: Police blocked stre... http://t.co/0lOAsT2X CAPITOL HILL
424,YES,"uw <allcaps> alert : suspect vehicle moving again <number> th / montlake stay out area . active , slow police pursuit near the campus .","UW Alert:Suspect vehicle moving again 45th/Montlake Stay out area. Active, slow police pursuit near the campus."
425,YES,"eb sr <number> before montlake , crash partially blocking right lane","eb sr 520 before Montlake, crash partially blocking right lane"
426,YES,"sr <number> north of egg & i road -LRB- jefferson county -RRB- , overturned semi has road blocked","sr 19 north of Egg & I Road (Jefferson County), overturned semi has road blocked"
427,YES,"crazy : shots fired near u bookstore . police chase . suspect apprehended on <number> th and <number> th . be safe , dawgs !","Crazy: shots fired near U Bookstore. police chase. suspect apprehended on 45th and 17th. Be safe, Dawgs!"
428,YES,"wait what ? suspect vehicle moving again <number> th / montlake stay out area . active , slow police pursuit near the campus . wrong black audi guy ?","Wait what? Suspect vehicle moving again 45th/Montlake Stay out area.  Active, slow police pursuit near the campus.  Wrong black audi guy?"
429,YES,"per uw <allcaps> : suspect vehicle moving again <number> th / montlake stay out area . active , slow police pursuit near the campus . listen for sirens .","Per UW: Suspect vehicle moving again 45th/Montlake Stay out area. Active, slow police pursuit near the campus.  Listen for sirens."
430,YES,"according to all the emergency texts i 'm getting about shots fired on campus and a police chase , i picked a good day to work from home <neutralface>","According to all the emergency texts I'm getting about shots fired on campus and a police chase, I picked a good day to work from home :|"
431,YES,"uw <allcaps> alert : shots <allcaps> fire <allcaps> <smile> report of shots fired at the university book store , <number> university way ne <allcaps> , veh fled from scene , blk audi","UW Alert:  SHOTS FIRED:  Report of shots fired at the University Book Store, 4326 University Way NE, Veh fled from scene, Blk Audi"
432,NO,jamming to smang it ! # smash <hashtag> bang,Jamming to smang it! # smash #bang
433,YES,"uw <allcaps> alert : suspect vehicle moving again <number> th / montlake stay out of area , active slow police pursuit near the . <repeat> <url>","UW Alert:  Suspect vehicle moving again 45th/ Montlake Stay out of area, Active slow police pursuit near the... http://t.co/WvGU2pfT"
434,NO,all these uw <allcaps> police reports are making me not wan na go outside ! that and the rain,all these UW police reports are making me not wanna go outside! that and the rain
435,YES,spd <allcaps> chase suspect in montlake following university bookstore shooting incident : police blocked streets in montla . <repeat> <url>,SPD chase suspect in Montlake following University Bookstore shooting incident: Police blocked streets in Montla... http://t.co/iEtW9bW8
436,NO,yesterday i was driving a tiny car through fc <allcaps> <number> 's jungle and got stuck on a rock . i jumped out of the car and was eaten by a tiger <allcaps> .,Yesterday I was driving a tiny car through FC3's jungle and got stuck on a rock. I jumped out of the car and was eaten by a TIGER.
437,YES,police incident at ne <allcaps> <number> th street and <number> th avenue is clear .,Police incident at NE 45th Street and 17th Avenue is clear.
438,YES,i just seen the most fucked up car accident . this nigga got knocked out by his own airbag .,I just seen the most fucked up car accident. This nigga got knocked out by his own airbag.
439,YES,"u bookstore shooting suspect in custody . no injuries , broken window . traffic shut down at memorial and <number> th .","U Bookstore shooting suspect in custody. No injuries, broken window. Traffic shut down at Memorial and 45th."
440,YES,crash partially blocking the sb <allcaps> <number> on ramp from sr <allcaps> <number>,Crash partially blocking the SB 5 on ramp from SR 518.
