,label,tweet_cleaned,tweet_text
200,NO,all eggs will b reported & blocked,All eggs will b reported & blocked
201,NO,"lmfao my daddy was in his car at the shopping center , police kept watching him , he said , i had to let that bitch know i 'm an officer too .","Lmfao my daddy was in his car at the shopping center, police kept watching him, he said, I had to let that bitch know I'm an officer too."
202,NO,mf smoke weed jst to say they do or tryin to b cool . <repeat> if i smoked weed aint no way in hell ill ask a mf to smoke wit me wen i dne paid . <repeat>,Mf smoke weed jst to say they do or tryin to b cool... If i smoked weed aint no way in hell ill ask a mf to smoke wit me wen i dne paid...
203,NO,check out my cars in car town streets and challenge me to a race in the grand prix series ! <url> <url>,Check out my cars in Car Town Streets and challenge me to a race in the Grand Prix series! http://t.co/QMQJb6cT http://t.co/HWt8kfoA
204,YES,just witnessed a girl slam her car into a cop car on poplar . <hashtag> memphisdrivers,Just witnessed a girl slam her car into a cop car on Poplar. #memphisdrivers
205,NO,"chronic injuries update : went to ortho today , mri <allcaps> scheduled for shoulder & nerve block scheduled for lower back next week . <repeat>","Chronic injuries update: went to Ortho today, MRI scheduled for shoulder & nerve block scheduled for lower back next week..."
206,NO,like why do these three weeks between thanksgiving break and christmas break even exist ?,Like why do these three weeks between Thanksgiving break and Christmas break even exist?
207,NO,this car seat damn near too big for my car . i think it 's too big for a newborn anyways . he 'll be safe af <allcaps> .,This car seat damn near too big for my car. I think it's too big for a newborn anyways. He'll be safe AF.
208,NO,take care your car -LRB- memphis -RRB- $ <number> if your car broke down want start need a tow for only $ <number> call wayne you ca n't . <repeat> <url>,take care your car (memphis) $50: If your car broke down want start need a tow for only $50 call wayne you can't... http://t.co/h5JomXJE
209,NO,i believe that ! he is preparing me ! # rearrange me ! <hashtag> train me ! <hashtag> teach me ! # yes !,I believe that! He is preparing me! # rearrange me! #train me! #teach me! # yes!
210,NO,<number> saturn complete parts car -LRB- memphis tn -RRB- $ <number> <number> saturn sold as parts car with title . as you can see car . <repeat> <url>,1997 Saturn Complete Parts car  (Memphis Tn) $750: 1997 Saturn sold as parts car with title. As you can see car ... http://t.co/vm1P6Ys7
211,NO,crash into me will always be in my top <number> favorite songs . actually just that whole cd <allcaps> . <hashtag> dmb <allcaps> <allcaps> <hashtag> crash,Crash Into Me will always be in my top 5 favorite songs. Actually just that whole CD. #DMB #Crash
212,NO,bumping chief keef traffic,Bumping Chief Keef Traffic
213,NO,on the road bumping gun sound by flocka . <repeat> ai n't heard this junt in so long . <repeat> still bumping . <repeat>,On the road bumping Gun Sound by flocka... Ain't heard this junt in so long.. Still bumping...
214,NO,"i hope your fire , fire burns baby","I hope your fire, fire burns baby"
215,NO,police rush to simon cowell 's house after prank <number> call : the beverly hills police department sent numerous offi . <repeat> <url>,Police Rush To Simon Cowell's House After Prank 911 Call: The Beverly Hills Police Department sent numerous offi... http://t.co/yUggh0pL
216,NO,"i am a short fuse , i am a wrecking ball crashing into your heart like i do .","I am a short fuse, I am a wrecking ball crashing into your heart like I do."
217,NO,firing our o coordinator was a mistake . we should 've fired jerry gray our d coordinator .,Firing our O coordinator was a mistake. We should've fired Jerry Gray our D coordinator.
218,NO,"i was wondering why i was losing followers lmao , i done blocked and reported <number> mfs as spam ? <repeat>","I was wondering why I was losing followers lmao , I done blocked and reported 12 mfs as spam ??"
219,NO,aint really into taking breaks im into breaking up cuz ion really good at picking up were i left off . <repeat>,aint really into taking breaks im into breaking up cuz ion really good at picking up were i left off.....
220,NO,"sister & bro-in-law wrecked their only car thus morning , had a new one given <allcaps> to them by evening ! love the body of christ & their generosity","Sister & bro-in-law wrecked their only car thus morning, had a new one GIVEN to them by evening! Love the body of Christ & their generosity"
221,NO,"we were on fire . somehow that fire cooled off , burnt out . i kept straight but i wonder how you turned out <hashtag> drizzy","We were on fire. Somehow that fire cooled off, burnt out. I kept straight but I wonder how you turned out #drizzy"
222,NO,just witnessed two people break up today who have been dating for <number> years and was engaged break it off like it was n't nothing,Just witnessed two people break up today who have been dating for 4 years and was engaged break it off like it wasn't nothing
223,NO,setting the fucking shit on fire & watching it burn .,Setting the fucking shit on fire & watching it burn.
224,NO,like really tho that 's sad # and he prolly ca n't even hoop # powertrip #,Like really tho that's sad # and he prolly can't even hoop # powertrip #
225,NO,i blocked one girl # bcuz she texted me my bhadd . <repeat>,I blocked one girl # bcuz she texted me my bhadd....
226,NO,lol na i say ten months # dude really got me heated # so uncalled for,Lol na I say ten months # dude really got me heated # so uncalled for
227,NO,lol i wish he could hear this # twittervoicemail # he know who he is smh # clown with the face paint and all,Lol I wish he could hear this # twittervoicemail # he know who he is Smh # clown with the face paint and all
228,NO,you gone burn a bridge trying to burn both ends of the candle .,You gone burn a bridge trying to burn both ends of the candle.
229,NO,i just wana thank god for not taking me and my mama life tonight from that car wreck but goodnight ? <repeat>,I just wana thank god for not taking me and my mama life tonight from that car wreck but goodnight ????????
230,NO,"<number> chevrolet truck . -LRB- coldwater , ms <allcaps> -RRB- $ <number> truck was a gift about <number> years ago , its just sitting up . nice anti . <repeat> <url>","1956 Chevrolet truck. (Coldwater, MS) $5500: Truck was a gift about 15 years ago, its just sitting up. Nice anti... http://t.co/5eLXuEkz"
231,NO,"i 'm on this road blind , but it feel like i know my way . even tho this lil road of mine started right there in sth <allcaps> .","I'm on this road blind, but it feel like I know my way. Even tho this lil road of mine started right there in STH."
232,NO,i mean i love a girl that do n't smoke . <repeat> but its cool to have a female u can smoke wit and trip out have fun,I mean I love a girl that don't smoke... but its cool to have a female u can smoke wit and trip out have fun
233,NO,"<number> denver road , memphis , tn <allcaps> <number> : : all stars realty : <number> denver road frayser - east - <number> bedrooms , <number> bathroo . <repeat> <url>","3282 Denver Road, Memphis, TN 38127 :: All Stars Realty: 3282 Denver Road Frayser - East - 3 Bedrooms, 1 Bathroo... http://t.co/iz3yLvrR"
234,NO,every time my daddy takes that car to his wack as mechanic when he brings it back some else always be wrong off my car,Every time my daddy takes that car to his wack as mechanic when he brings it back some else always be wrong off my car
235,NO,<number> dodge <allcaps> durango <allcaps> <number> dr <allcaps> auto <allcaps> -LRB- germantown -RRB- $ <number> <number> dodge <allcaps> durango <allcaps> <number> dr <allcaps> auto <allcaps> well <allcaps> cared <allcaps> for <allcaps> cold <allcaps> ac <allcaps> newer <allcaps> tires <allcaps> . <repeat> <url>,2002 DODGE DURANGO 4DR AUTO  (Germantown) $3100: 2002 DODGE DURANGO 4DR AUTO WELL CARED FOR COLD AC NEWER TIRES ... http://t.co/Ynmb4gKs
236,YES,"traffic : already working two accidents . <repeat> knight arnold & mendenhall , airways & s pkwy . <hashtag> wreg <allcaps> <allcaps> <hashtag> mem <allcaps> traffic / cvon <number>","Traffic: Already working two accidents ... Knight Arnold & Mendenhall, Airways & S Pkwy. #WREG #MEMtraffic /cvon3"
237,YES,crash reported on shelby at tuggle . <hashtag> memtraffic,Crash reported on Shelby at Tuggle.  #memtraffic
238,YES,crash reported on highland at walnut grove . <repeat> other crash is on shelby east of getwell in front of the mcdonald 's . <hashtag> memtraffic,Crash reported on Highland at Walnut Grove....other crash is on Shelby east of Getwell in front of the McDonald's.  #memtraffic
239,YES,slow traffic on <number> w from <number> to <number> wb <allcaps> and a fender bender on shelby drive at tuggle rd. <hashtag> traffic,Slow traffic on 240W from 40 to 55WB and a fender bender on Shelby drive at Tuggle Rd. #traffic
240,YES,traffic : single car crash at warford st. and shannon ave. <hashtag> wreg <allcaps> <allcaps> <hashtag> memt <allcaps> raffic / mh <allcaps> on <number>,Traffic: Single car crash at Warford St. and Shannon Ave. #WREG #MEMTraffic /MHon3
241,YES,crash blocking the left lane of wb <allcaps> <number> / nonconnah pkwy at ridgeway . <hashtag> memtraffic,Crash blocking the left lane of WB 385/Nonconnah Pkwy at Ridgeway.  #memtraffic
242,NO,"got rear-ended yesterday , getting car checked today . i 'm hoping for a corvette rental when they fix my car . <hashtag> icandream","Got rear-ended yesterday, getting car checked today. I'm hoping for a corvette rental when they fix my car. #icandream"
243,YES,traffic alert <allcaps> : accident - bill morris pkwy at riverdale rd. heading west bound . left lane blocked <allcaps> . <hashtag> wreg <allcaps> <allcaps> <hashtag> memt <allcaps> raffic / mh <allcaps>,Traffic ALERT: Accident - Bill Morris Pkwy at Riverdale Rd. heading west bound. Left lane BLOCKED. #WREG #MEMTraffic /MH
244,YES,crime <allcaps> report <allcaps> : <number> charged after shots fired outside north memphis elementary school <url>,CRIME REPORT: 1 charged after shots fired outside North Memphis elementary school http://t.co/FyHIZ5oQ
245,YES,"traffic : left lane open <allcaps> at bill morris and riverdale - left emergency lane blocked . still slow going , so use caution ! <hashtag> wreg <allcaps> <allcaps> <hashtag> mem <allcaps> traffic / mh <allcaps>","Traffic: Left Lane OPEN at Bill Morris and Riverdale - Left emergency lane blocked. Still slow going, so use caution! #WREG #MEMtraffic /MH"
246,YES,injury crash on eb <allcaps> <number> near sycamore view blocking the left and center lanes . traffic backed up to <number> <hashtag> memtraffic,Injury crash on EB 40 near Sycamore View blocking the left and center lanes. Traffic backed up to 240. #memtraffic
247,YES,traffic alert : multiple car crash on i <number> east bound before sycamore view . expect major <allcaps> delays ! mh <allcaps>,Traffic Alert: Multiple car crash on I-40 East bound before Sycamore View. Expect MAJOR delays! MH
248,YES,traffic alert : heads up ! injury crash on sycamore view road at macon cove . <hashtag> wreg <allcaps> <allcaps> <hashtag> memt <allcaps> raffic / mh <allcaps> on <number>,Traffic Alert: Heads up! Injury crash on Sycamore View Road at Macon Cove. #WREG #MEMTraffic /MHon3
249,YES,news <allcaps> : crime <allcaps> report <allcaps> : <number> charged after shots fired outside north memphis elementary school <url>,NEWS: CRIME REPORT: 1 charged after shots fired outside North Memphis elementary school http://t.co/jf6H3h5Z
250,YES,traffic <allcaps> : delays on i <number> eastbound after sam cooper . injury crash at sycamore view .,TRAFFIC: Delays on I-40 eastbound after Sam Cooper. injury crash at Sycamore View.
251,YES,traffic <allcaps> : injury crash on sycamore view at macon cove,TRAFFIC: Injury crash on Sycamore View at Macon Cove
252,YES,crash on eb <allcaps> <number> west of sycamore view jamming nb <allcaps> <number> back to poplar . use walnut grove . <hashtag> memtraffic,Crash on EB 40 west of Sycamore View jamming NB 240 back to Poplar. Use Walnut Grove.  #memtraffic
253,YES,the crash on eb <allcaps> <number> now has traffic jammed on nb <allcaps> <number> all the way back to nonconnah / <number> <hashtag> memtraffic,The crash on EB 40 now has traffic jammed on NB 240 all the way back to Nonconnah/385.  #memtraffic
254,YES,crime <allcaps> report <allcaps> : <number> charged after shots fired outside north memphis elementary school : a man was arrested monday after . <repeat> <url>,CRIME REPORT: 1 charged after shots fired outside North Memphis elementary school: A man was arrested Monday after... http://t.co/3foJQD1d
255,YES,"now just the left two lanes blocked on eb <allcaps> <number> near sycamore view . traffic still jammed everywhere , even the alt routes . <hashtag> memtraffic","Now just the left two lanes blocked on EB 40 near Sycamore View.  Traffic still jammed everywhere, even the alt routes.  #memtraffic"
256,YES,traffic alert ! injury crash on spottswood at highland . use caution ! <hashtag> wreg <allcaps> <allcaps> <hashtag> memt <allcaps> raffic / mh <allcaps> on <number>,Traffic Alert! Injury crash on Spottswood at Highland. Use caution! #WREG #MEMTraffic / MHon3
257,YES,"massive fire at allied plastics in ripley , tn <allcaps> . smoke can be seen for miles . <elong> i 'm about to feed video back <url>","Massive fire at Allied Plastics in Ripley, TN.  Smoke can be seen for miles.   I'm about to feed video back http://t.co/rMDwH9K4"
258,YES,"traffic <allcaps> : crashes on poplar ave. at kirby pkwy. , white station rd.","TRAFFIC: Crashes on Poplar Ave. at Kirby Pkwy.,White Station Rd."
259,YES,update <allcaps> : i <number> all lanes open <allcaps> heading east bound - left emergency lane is still blocked . still dealing with crash . <repeat> <url>,UPDATE: I-240 all lanes OPEN heading east bound - Left emergency lane is still blocked. Still dealing with crash... http://t.co/g6p255fC
260,NO,i scooped lil mama up and took her out to eat we went back to my spot and we smoked out the peace smoking <number> while i 'm rolling up,I scooped lil mama up and took her out to eat we went back to my spot and we smoked out the peace smoking 1 while I'm rolling up
261,YES,"all fire crews in lauderdale county working to control plant fire in ripley , tn <allcaps> <url>","All fire crews in Lauderdale County working to control plant fire in Ripley, TN http://t.co/ObiOceZk"
263,YES,shelby county fire department saves dog from house fire -LSB- news blog -RSB- <url>,Shelby County Fire Department Saves Dog From House Fire [news blog] http://t.co/kdRkypRI
264,YES,mflyer shelby county fire department saves dog from house fire : a lone dog was the only occupant at home when a . <repeat> <url>,mflyer Shelby County Fire Department Saves Dog From House Fire: A lone dog was the only occupant at home when a... http://t.co/6oemRCsz
265,YES,i <number> n in shelby co crash multiple vehicles at exit <allcaps> <number> us <allcaps> <number> / third <allcaps> st <allcaps> . / vicksburg <allcaps> at <number> pm <allcaps> <number> / <number> est clear by <number> pm <allcaps> <number> / <number>,I-55 N in Shelby Co Crash Multiple Vehicles at EXIT 7:  US-61 / THIRD ST. / VICKSBURG at 4:10 PM 12/13 est clear by 4:30 PM 12/13
267,NO,"federal review of tobacco products grinds to a halt : richmond <allcaps> , va. -LRB- ap <allcaps> -RRB- talk about a smoke break . tobacco . <repeat> <url>","Federal Review of Tobacco Products Grinds to a Halt: RICHMOND, Va. (AP)  Talk about a smoke break. Tobacco... http://t.co/nR51OcXz"
268,NO,coming up on fox <allcaps> <number> at <number> fired meterologist rhonda lee talks to us about why she was fired . was it natural . <repeat> <url>,Coming up on FOX 13 at 5.  Fired meterologist Rhonda Lee talks to us about why she was fired.  Was it natural... http://t.co/9LoMOGCp
269,YES,i <number> n in shelby co crash multiple vehicles at exit <allcaps> <number> us <allcaps> <number> / third <allcaps> st <allcaps> . / vicksburg <allcaps> at <number> / <number> <number> pm <allcaps> est clear by <number> / <number> <number> pm <allcaps>,I-55 N in Shelby Co Crash Multiple Vehicles at EXIT 7:  US-61 / THIRD ST. / VICKSBURG at 12/13 4:10 PM est clear by 12/13 5:00 PM
271,NO,sit down . need a break . open book . another break . take out notes . time for a break . start to study . twitter break . <repeat> i need a break . <hashtag> exams,Sit down. Need a break. Open book. Another break. Take out notes. Time for a break. Start to study. Twitter break... I need a break. #exams
274,NO,another new share the road license plate on the road . share yours with us when you get it . <url>,Another new Share the Road License Plate on the road.  Share yours with us when you get it. http://t.co/eF3IYI0r
275,YES,- someones car on fire <allcaps> <url>,-Someones Car on FIRE http://t.co/YjoKHgo5
276,YES,police search for memphis mother guilty of toddlers ' deaths : -LRB- memphis -RRB- memphis police are searching for a mother . <repeat> <url>,Police Search for Memphis Mother Guilty of Toddlers' Deaths: (Memphis) Memphis Police are searching for a mother... http://t.co/2f5yND0e
277,NO,i 'm doing <number> in the left lane on <number> and this car is riding my ass while i am passing cars on right -LRB- cont -RRB- <url>,I'm doing 85 in the left lane on 31 and this car is riding my ass while i am passing cars on right (cont) http://t.co/NVzEzMKj
278,YES,i <number> e in shelby co crash multiple vehicles at mm <allcaps> <number> at <number> pm <allcaps> <number> / <number> est clear by <number> pm <allcaps> <number> / <number> -LRB- ct <allcaps>,I-40 E in Shelby Co Crash Multiple Vehicles at MM 1  at 6:20 PM 12/13 est clear by 6:40 PM 12/13 (CT
279,NO,so i got my car fixed <number> day n the dude wrking on my car ost my car keys <hashtag> fml <allcaps> <allcaps> so how the hell do i suppose to drive,So I got my car fixed 2day n the dude wrking on my car ost my car keys #FML so how the hell do I suppose to drive
280,NO,pontiac ventura <number> dr post car -LRB- memphis -RRB- $ <number> i have a <number> pontiac ventura <number> dr post car for sale -LRB- like chevy nov. . <repeat> <url>,pontiac ventura 2 dr post car (memphis) $1400: I have a 73 Pontiac Ventura 2 dr post car for sale(like chevy nov... http://t.co/dt1RD3WE
281,NO,my house is filled with thick smoke . do n't worry our smoke detectors are n't going off so we are n't listening to piercing beeps .,My house is filled with thick smoke. Don't worry our smoke detectors aren't going off so we aren't listening to piercing beeps.
282,NO,the report tonight that says the big east hoop schools ca n't dissolve league makes more sense than earlier reports on the contrary .,The report tonight that says the Big East hoop schools can't dissolve league makes more sense than earlier reports on the contrary.
283,NO,"everyone look up dog police by dog police , my cuz 't was in this band .","Everyone look up dog police by dog police, my cuz 'twas in this band."
284,NO,"the two nigga rule states that if there are two grown men in a car , truck , or van","The two nigga rule states that if there are two grown men in a car, truck, or van"
285,NO,where i parked my car -LRB- something missing there right -RRB- -- & gt . where i found my car . vandy traffic & parking & lt. & lt. & lt. & lt. <url>,where I parked my car (something missing there right) --&gt. where I found my car. Vandy Traffic & Parking &lt.&lt.&lt.&lt. http://t.co/ss4meCgf
286,NO,george steinbrenner was da only nigga that could hire & fire a mgr just as quickly . he hired & fired billy martin in the same damn day lmao,George Steinbrenner was da only nigga that could hire & fire a mgr just as quickly.  He hired & fired Billy Martin in the same damn day lmao
287,NO,just made it back to school on last big task to finish then christmas break . been at school all morning had to take a break,Just made it back to school on last big task to finish then Christmas break. Been at school all morning had to take a break
288,NO,so ai n't nobody got a plug on the <number> i hope y' all car break down on the way to the mall n ya phone do so u cant call nobody,So ain't nobody got a plug on the 11 I hope y'all car break down on the way to the mall n ya phone do so u cant call nobody
289,NO,"s / o my parolees , and i smoke that og <allcaps> , kush motherfuck the police , all my niggaz rock gold teeth","S/o my parolees, and I smoke that OG, kush motherfuck the police, all my niggaz rock gold teeth"
290,YES,"<number> h <number> update : crash near frankfort / vrede i / c , no changes on scene , traffic still moving contra flow on south -LRB- dbn <allcaps> -RRB- bound , please be patient .","04h50 Update: Crash near Frankfort/Vrede I/C, no changes on scene,traffic still moving contra flow on South(DBN) Bound, please be patient."
291,NO,reports : skip holtz accepts offer to become louisiana tech 's head coach : less than two weeks after being fired f . <repeat> <url>,Reports: Skip Holtz accepts offer to become Louisiana Tech's head coach: Less than two weeks after being fired f... http://t.co/1CAhvgp1
292,YES,fatal crash backs up traffic on and near jtb <allcaps> <url> <hashtag> jordandavis,Fatal crash backs up traffic on and near JTB http://t.co/LaHlyTNJ #JordanDavis
293,YES,jenni rivera plane crash : mexican authorities arrest <number> cops for stealing from wreck : mexican authorities still h . <repeat> <url>,Jenni Rivera Plane Crash: Mexican Authorities Arrest 2 Cops For Stealing From Wreck: Mexican authorities still h... http://t.co/BaLgo6Sx
294,NO,tonight your memory burns like a fire <hashtag> rascalflatts,Tonight your memory burns like a fire #rascalflatts
295,NO,"relationship is bepleased driving a car , a break may be necessary sometimes .","Relationship is bepleased driving a car, a break may be necessary sometimes."
296,NO,well smoke that ish do n't hold it lol sit back smoke and laugh lol,Well smoke that ish don't hold it lol sit back smoke and laugh lol
297,NO,dec <number> exhibition - fire and desire : <number> am : dixon gallery and gardens . fire and desire : a . <repeat> <url> <hashtag> memphisevents,"Dec 15,2012: Exhibition - Fire And Desire: 10:00am: Dixon Gallery and Gardens. Fire And Desire: A... http://t.co/NQITnSG9 #MemphisEvents"
298,NO,"word of advice if you are going to claim self defense , then your first move is to report the incident . if you flee then it 's over .","Word of advice if you are going to claim self defense, then your first move is to report the incident. If you flee then it's over."
299,NO,<number> mustang hatchback -LRB- hollysprings ms. -RRB- $ <number> this is a perfect race / street car . i built a <number> stock block . <repeat> <url>,"1987 mustang hatchback  (Hollysprings ms.) $6500: This is a perfect race/street car. I built a 306, stock block ... http://t.co/iERudY1R"
300,NO,catch aj <allcaps> in traffic bitch . he got two cars . ? <repeat> <url>,Catch AJ in traffic bitch. He got two Cars. ?????????????????? http://t.co/aqpPHjKj
301,NO,i used to break down everynight for you and now i really do n't know if i should break down or put my head up and smile like nothing happened,I Used To Break Down EveryNight For You And Now I Really Don't know If I Should Break Down or Put my head up And Smile Like Nothing Happened
302,NO,its a mean ass car fire behind fedex,Its a mean ass car fire behind FedEx
303,NO,just took a smoke break with the smokers . smh - of course i did n't smoke though .,Just took a smoke break with the smokers. Smh - of course I didn't smoke though.
304,YES,traffic : reports of a crash on hickory hill rd n / o holmes rd. involving a tractor trailer . <hashtag> wreg <allcaps> <allcaps> <hashtag> mem <allcaps> traffic / mh <allcaps> on <number>,Traffic: Reports of a crash on Hickory Hill Rd n/o Holmes Rd. involving a tractor trailer. #WREG #MEMtraffic /MHon3
305,NO,"but he was wounded for our transgressions , he was bruised for our iniquities : the chastisement of our peace was upon him","But he was wounded for our transgressions, he was bruised for our iniquities: the chastisement of our peace was upon him"
306,NO,lee wasnt fired because she wore her hairstyle wrong . she was fired because she ignored company policy on numerous occasions .,Lee wasnt fired because she wore her hairstyle wrong. She was fired because she ignored company policy on numerous occasions.
307,YES,traffic update : accident involving a tractor trailer on hickory hill rd is clear ! <hashtag> wreg <allcaps> <allcaps> <hashtag> mem <allcaps> traffic / mh <allcaps> on <number>,Traffic update: Accident involving a tractor trailer on Hickory Hill Rd is clear! #WREG #MEMtraffic /MHon3
308,NO,traffic is quiet for now . <repeat> no wrecks & mainly slow out east on <number> starting to pick up on wb <allcaps> <number> <hashtag> memtraffic,Traffic is quiet for now...no wrecks & mainly slow out east on 240...starting to pick up on WB 40.  #memtraffic
309,NO,getting smoked out is the best thing about being a girl that smokes hella weed,Getting smoked out is the best thing about being a girl that smokes hella weed
310,YES,injury crash reported on sb <allcaps> midtown <number> north of lamar . <hashtag> memtraffic,Injury crash reported on SB Midtown 240 north of Lamar.  #memtraffic
311,NO,of course my truck breaks down on exam day . <repeat>,Of course my truck breaks down on exam day..
312,YES,traffic : injury crash on i <number> -LRB- midtown -RRB- sb <allcaps> before lamar ave. use caution ! <hashtag> wreg <allcaps> <allcaps> <hashtag> mem <allcaps> traffic / mh <allcaps> on <number>,Traffic: Injury crash on I-240 (Midtown) SB before Lamar Ave. Use caution! #WREG #MEMtraffic /MHon3
313,YES,traffic <allcaps> : injury crash on i <number> soutbound before lamar ave.,TRAFFIC: Injury crash on I-240 soutbound before Lamar Ave.
314,YES,traffic : crash in midtown area on the ramp from union to go sb <allcaps> <number> <hashtag> wreg <allcaps> <allcaps> <hashtag> mem <allcaps> traffic / mh <allcaps> on <number>,Traffic: Crash in Midtown area on the ramp from Union to go SB 240. #WREG #MEMtraffic /MHon3
315,YES,injury crash reported on kirby pkwy at knight arnold . <hashtag> memtraffic,Injury crash reported on Kirby Pkwy at Knight Arnold.  #memtraffic
316,YES,traffic : crash on kirby pkwy at knight arnold ! <hashtag> wreg <allcaps> <allcaps> <hashtag> mem <allcaps> traffic / mh <allcaps> on <number>,Traffic: Crash on Kirby Pkwy at Knight Arnold! #WREG #MEMtraffic /MHon3
317,YES,traffic : <number> w / o riverdale headed inbound - stranded motorist in right emergency lane - tdot <allcaps> on the scene . <hashtag> wreg <allcaps> <allcaps> <hashtag> mem <allcaps> traffic / mh <allcaps> on <number>,Traffic: 385 W/O Riverdale headed inbound - Stranded motorist in right emergency lane - TDOT on the scene. #WREG #MEMtraffic /MHon3
318,NO,"police say this u of m student confessed to filing a false assault report . and today , she is set to face a judge . <url>","Police say this U of M student confessed to filing a false assault report. And today, she is set to face a judge. http://t.co/44sHHmEu"
319,NO,bumping this new al kapone memphis pride that hoe bumping .,Bumping This New Al Kapone Memphis Pride That Hoe Bumping.
320,YES,breaking <allcaps> news <allcaps> : reports of two police officers down in east memphis . <hashtag> wreg <allcaps> <allcaps> / mh <allcaps> on <number>,BREAKING NEWS: Reports of two Police Officers down in east Memphis. #WREG /MHon3
321,YES,breaking <allcaps> : possibly two officers shot on mendenhall cove . police have someone in custody . headed to scene .,BREAKING: Possibly two officers shot on Mendenhall Cove. Police have someone in custody. Headed to scene.
322,NO,"i could really class up my car with some truck balls or a decal of a comic character peeing on a ford logo , far too many in shelby county .","I could really class up my car with some truck balls or a decal of a comic character peeing on a Ford logo, Far Too Many in Shelby County."
323,YES,fox <allcaps> <number> breaking <allcaps> : reports of <number> officers down . tune into good morning memphis for continued updates . - ah,FOX13 BREAKING: Reports of 2 officers down. Tune into Good Morning Memphis for continued updates. -ah
324,YES,traffic <allcaps> alert <allcaps> : avoid area of mendenhall cv <allcaps> where macon & white station meet . police blocking this area due to a shooting . <hashtag> wreg <allcaps> <allcaps> <hashtag> mem <allcaps> traffic,TRAFFIC ALERT: Avoid area of Mendenhall CV where Macon & White Station meet. Police blocking this area due to a shooting. #WREG #MEMtraffic
325,NO,"you always have that bit of hope inside you during a fire drill , that your school is actually on fire . <repeat>","You always have that bit of hope inside you during a fire drill, that your school is actually on fire..."
326,YES,breaking <allcaps> news <allcaps> : reports of two officers down in the <number> block of mendenhall cv <allcaps> . possible suspect in custody . we . <repeat> <url>,"BREAKING NEWS: Reports of two officers down in the 1,000 block of Mendenhall CV. Possible suspect in custody. We... http://t.co/iwgCGLEn"
327,YES,traffic : reports of a serious fire on sam cooper wb <allcaps> b / w perkins & highland ! <hashtag> wreg <allcaps> <allcaps> <hashtag> mem <allcaps> traffic / mh <allcaps> on <number>,Traffic: Reports of a serious fire on Sam Cooper WB b/w Perkins & Highland! #WREG #MEMtraffic /MHon3
328,YES,breaking news : two memphis cops reported down . <repeat> team on the way . <repeat> developing,Breaking news:  two Memphis cops reported down...team on the way....developing
329,YES,all traffic has been closed at <number> / <number> and sam cooper.traffic is starting to reopen at <number> / <number> but sam cooper wb <allcaps> is still closed . <hashtag> memtraffic,All traffic has been closed at 40/240 and Sam Cooper.traffic is starting to reopen at 40/240 but Sam Cooper WB is still closed.  #memtraffic
330,NO,it seems like every police car in memphis is congregating around overton park right now,It seems like every police car in memphis is congregating around overton park right now
331,YES,police <allcaps> activity <allcaps> sam cooper boulevard wb <allcaps> b / w perkins road & highland street . <repeat> mpd <allcaps> shutting <allcaps> down <allcaps> sam <allcaps> cooper <allcaps> wb <allcaps> . <repeat> carrying <allcaps> officers <allcaps> to <allcaps> the <allcaps> med <allcaps>,POLICE ACTIVITY Sam Cooper Boulevard WB b/w Perkins Road & Highland Street ...MPD SHUTTING DOWN SAM COOPER WB.. CARRYING OFFICERS TO THE MED
332,YES,<number> more cop cars plus a fire dept ambulance . seriously . what the hell happened ? <hashtag> memphis,5 more cop cars plus a Fire Dept ambulance. Seriously. What the hell happened? #Memphis
333,YES,breaking <allcaps> : police escort for ambulance transporting wounded officer -LRB- video -RRB- <hashtag> memphis <hashtag> policeshooting <url>,BREAKING: Police escort for ambulance transporting wounded officer(video) #Memphis #policeshooting http://t.co/mb2zsQlx
334,YES,breaking news <number> memphis police r down after been shot,Breaking News 2 Memphis Police r  down after been Shot
335,YES,another <number> cop cars and two fire dept vehicles . somebody find out what 's happening ! <hashtag> memphis,Another 24 cop cars and two Fire Dept vehicles. Somebody find out what's happening! #Memphis
336,YES,traffic : crash on pleasant view rd at sycamore view . <hashtag> wreg <allcaps> <allcaps> <hashtag> mem <allcaps> traffic / mh <allcaps> on <number>,Traffic: Crash on Pleasant View Rd at Sycamore View. #WREG #MEMtraffic /MHon3
337,NO,check out these holiday fire safety tips from the u.s. fire administration <url>,Check Out These Holiday Fire Safety Tips from the U.S. Fire Administration http://t.co/w5p9tfsM
338,YES,breaking <allcaps> : <number> memphis police officers wounded in shooting <url>,BREAKING: 2 Memphis police officers wounded in shooting http://t.co/5GQGZ8vF
339,YES,neomemphis news : <number> memphis police officers wounded in shooting : two memphis police officers were wounde . <repeat> <url> <hashtag> memphis,NeoMemphis News: 2 Memphis police officers wounded in shooting: Two Memphis police officers were wounde... http://t.co/t5DJ27h5 #memphis
340,YES,please tune in now to see breaking news coverage live from the med <allcaps> . that is where the two critically wounded mpd <allcaps> officers are at this time .,Please tune in now to see breaking news coverage live from the MED. That is where the two critically wounded MPD officers are at this time.
341,YES,<number> memphis police officers wounded in shooting <url>,2 Memphis police officers wounded in shooting http://t.co/cOw28Bt2
342,NO,fire burns baby,fire burns baby
343,YES,witness at scene tells our justin h. he constantly saw drug activity at the scene -LRB- house -RRB- . says he heard around <number> shots . <hashtag> officersshot,Witness at scene tells our Justin H. he constantly saw drug activity at the scene (house) . Says he heard around 20 shots. #officersshot
