,tweet id, tweet, label,tweet_cleaned
738,'326921178377768960',Nuggets win the game if they get stops. We all know they can score. Just get stops,off-topic,nuggets win the game if they get stops . we all know they can score . just get stops
739,'326868920650838017',@KillinqYhuuHoes: If You Gone Wear The Same Outfit Please Don't Wear It So Many Times That I Remeber That Hoe  !! DammLlab,off-topic,<user> : if you gone wear the same outfit please do n't wear it so many times that i remeber that hoe ! <repeat> dammllab
740,'326190329273397248',Im mad and worried at the same time,off-topic,im mad and worried at the same time
741,'325335134528217088',Somethings I just cant change,off-topic,somethings i just cant change
742,'327651792907300864',"@clayoh_ I was wondering who TF watched that on my Netflix, I was like wtf? Haha",off-topic,"<user> i was wondering who tf <allcaps> watched that on my netflix , i was like wtf ? haha"
743,'324360402962104320',@BriShontae_ No Mam I Think Its That Damn Chinese Food I Ate Earlier.!,off-topic,<user> no mam i think its that damn chinese food i ate earlier ! <repeat>
744,'326109143045898241',I want a fat ass blunt,off-topic,i want a fat ass blunt
745,'326876444993142785',@hannahgbradley: HAPPY BIRTHDAY SARAH https://t.co/4AZsDh4dWS,off-topic,<user> : happy <allcaps> birthday <allcaps> sarah <allcaps> <url>
746,'325048719223443457',"@SaluteANTIQUE_x: If It Has NOTHING To Do W/ You, Then YOU Should Have NOTHING To Say.",off-topic,"<user> : if it has nothing <allcaps> to do w / you , then you <allcaps> should have nothing <allcaps> to say ."
747,'325720056661176320',@AaliyahShavonne naw I been saying it I just don't say it unless I get done dirty by a hoe tho,off-topic,<user> naw i been saying it i just do n't say it unless i get done dirty by a hoe tho
748,'327203066547941378',A girl just opened the door for me. I can't tell if she thought I was attractive or if I really look that old. I'm hoping for the former.,off-topic,a girl just opened the door for me . i ca n't tell if she thought i was attractive or if i really look that old . i 'm hoping for the former .
749,'325678368764874752',@Victoria_K_R haha no you don't! I ran like crap,off-topic,<user> haha no you do n't ! i ran like crap
750,'327645836492275712',I wish more presidents would get involved in increasing world security &amp; safety they may not be citizens of America but their still people!,off-topic,i wish more presidents would get involved in increasing world security & safety they may not be citizens of america but their still people !
751,'327504669620449281',We shall always remember  West Memorial Service @baylorphotos #prayforWest and #prayforBoston http://t.co/7UaKSJY0GL,on-topic,we shall always remember west memorial service <user> <hashtag> prayforwest and <hashtag> prayforboston <url>
752,'327572252382085121',@NavySailorGF yes!!! Hahaha that would be freaking awesome lol if only it were possible,off-topic,<user> yes ! <repeat> hahaha that would be freaking awesome lol if only it were possible
753,'324607277287997441',@Six_Inch_Dreams what??? I would love one lol,off-topic,<user> what ? <repeat> i would love one lol
754,'326130300973350912',@OhItsJehtay oh thank god!! I can handle that,off-topic,<user> oh thank god ! <repeat> i can handle that
755,'324864829154287617',"On W. Spring St., half-mile from #westexploison site, windows &amp; garage doors blown in. Neighborhood mostly evacuated.",on-topic,"on w. spring st. , half-mile from <hashtag> westexploison site , windows & garage doors blown in . neighborhood mostly evacuated ."
756,'326144183024881664',I dont want nobody to get hurt,off-topic,i dont want nobody to get hurt
757,'327589051601395713',"You're so immature, it's hilarious.",off-topic,"you 're so immature , it 's hilarious ."
758,'326483861712293888',"I'm at Providence Health Center (Waco, TX) http://t.co/13nbVgV8zJ",off-topic,"i 'm at providence health center -LRB- waco , tx <allcaps> -RRB- <url>"
759,'325369637703385091',And Thats What His ulgyyass Get.  When He Fqck WHt Family.,off-topic,and thats what his ulgyyass get . when he fqck wh <allcaps> t family .
760,'324389342263013376',Cause all this damn work I just did made me wanna cry,off-topic,cause all this damn work i just did made me wan na cry
761,'327851261259042816',@_ItsAngel_ text me!! I messed my phone up so bad,off-topic,<user> text me ! <repeat> i messed my phone up so bad
762,'327121408457064448',Your flaws are perfect to the person that's meant to love you !!,off-topic,your flaws are perfect to the person that 's meant to love you ! <repeat>
763,'324576511988469763',I aint ever stressin over these niggas and ronchy ass females !! You shouldn't either ... Can't give them that type of satisfaction !,off-topic,i aint ever stressin over these niggas and ronchy ass females ! <repeat> you should n't either . <repeat> ca n't give them that type of satisfaction !
764,'324643127182913536',Why do you come to a computer lab and bring your own computer...,off-topic,why do you come to a computer lab and bring your own computer . <repeat>
765,'324708455191572481',@Trxllgxd_: I'm scared of all bugs. Lol why?,off-topic,<user> : i 'm scared of all bugs . lol why ?
766,'327603418229272577',That just ain't my style,off-topic,that just ai n't my style
767,'326870994490884097',"@Blessed_Moee: I swear Oomf be tweeting bout herself . Stats trynna think she talmboud OTHERS . NO BOO , You talmboud YOU !",off-topic,"<user> : i swear oomf be tweeting bout herself . stats trynna think she talmboud others <allcaps> . no <allcaps> boo <allcaps> , you talmboud you <allcaps> !"
768,'327550422451617795',I'm probably finna get up and make this Mexican cheese cake,off-topic,i 'm probably finna get up and make this mexican cheese cake
769,'324349653523001344',@bebopsucka @merlymyc what happened to the green dress?!,off-topic,<user> <user> what happened to the green dress ! <repeat>
770,'328141274727198720',"I'm at Uncle Dan's Barbeque (Waco, TX) http://t.co/3LCfh2gcBr",off-topic,"i 'm at uncle dan 's barbeque -LRB- waco , tx <allcaps> -RRB- <url>"
771,'326131668299694080',Sundays are my sports days I go from playing soccer to baseball  but it wears a dudes energy out,off-topic,sundays are my sports days i go from playing soccer to baseball but it wears a dudes energy out
772,'324523653175844865',I see Logan Lowery in chapel all the time and I just want to be his friend. #noticeme #baylormissedconnections #kinda,off-topic,i see logan lowery in chapel all the time and i just want to be his friend . <hashtag> noticeme <hashtag> baylormissedconnections <hashtag> kinda
773,'326889617674625024',@ThatIsTRAGIC: If he don't butter your toast with butter and use margarine #playersign,off-topic,<user> : if he do n't butter your toast with butter and use margarine <hashtag> playersign
774,'325112068049104896',Piping home the 12 firefighters as they are removed from the plant. #tough #westexplosion,on-topic,piping home the <number> firefighters as they are removed from the plant . <hashtag> tough <hashtag> westexplosion
775,'325631084534562818',Beer-run.. At 10am. Thanks Brandon for losing to me in golf and buying my beer.,off-topic,beer-run . <repeat> at <number> am . thanks brandon for losing to me in golf and buying my beer .
776,'327045587826524161',"If this doesn't make your day better, idk what will. #realtalk  #ineedapuppy http://t.co/tuXAMMFjmP",off-topic,"if this does n't make your day better , idk what will . <hashtag> realtalk <hashtag> ineedapuppy <url>"
777,'324935433278599169',#thatsforward @ Common Grounds Coffee House http://t.co/eYmwzSjcZt,off-topic,<hashtag> thatsforward @ common grounds coffee house <url>
778,'324539577178128384',Aint nothing but a G thang,off-topic,aint nothing but a g thang
779,'327469226333986816',When your an athlete&gt;&gt;,off-topic,when your an athlete > >
780,'325839683076632576',@kcg_spliff: Freaks on my tl they stay on mines lol,off-topic,<user> : freaks on my tl they stay on mines lol
781,'324562179997200384',@BrandyLeexo: Karma is only a bitch if you are. LOL THEN IM FUCKED,off-topic,<user> : karma is only a bitch if you are . lol <allcaps> then <allcaps> im <allcaps> fucked <allcaps>
782,'326191384367337472',Todays kids got it so good,off-topic,todays kids got it so good
783,'326033384063266817',my dad literally treats me like child and his reasoning is cause im not 18 get out of here #hehasatrackeronmyphone #imincollegehopoff,off-topic,my dad literally treats me like child and his reasoning is cause im not <number> get out of here <hashtag> hehasatrackeronmyphone <hashtag> imincollegehopoff
784,'325754085032751105',I always feel like a 40 year old woman when I go into Hobby Lobby,off-topic,i always feel like a <number> year old woman when i go into hobby lobby
785,'324578725104590848',"@Great_One_: Oh, I know it. There's a reason we don't get hired by the FAA right after graduation. That owl on the right, might be why. Lol.",off-topic,"<user> : oh , i know it . there 's a reason we do n't get hired by the faa <allcaps> right after graduation . that owl on the right , might be why . lol ."
786,'327854132998320130',So 80% of my comparative politics class is failing and the other of us are making between a 60-70. That means the class is from hell,off-topic,so <number> % of my comparative politics class is failing and the other of us are making between a <number> <number> that means the class is from hell
787,'326015720532094977',&amp; I keep my mouth closed cause I can trust myself,off-topic,& i keep my mouth closed cause i can trust myself
788,'325615558789832705',"I'm at Lolita's (Waco, TX) http://t.co/FQZMNaqcCA",off-topic,"i 'm at lolita 's -LRB- waco , tx <allcaps> -RRB- <url>"
789,'327800289958694912',@BrowerVirginia jakes not the type of guy to avoid anyone. I talked to a girl &amp; she said its just really really hard for her guy to comm,off-topic,<user> jakes not the type of guy to avoid anyone . i talked to a girl & she said its just really really hard for her guy to comm
790,'324671561653166081',When Everything Is Going Wrong Call On God &amp; Everything Should Fall Right Into Place .,off-topic,when everything is going wrong call on god & everything should fall right into place .
791,'327870001849716736',"yes im getting my nails done, YES my feet are ugly.. &amp; if you keep staring at me.. then YES i will punch you.",off-topic,"yes im getting my nails done , yes <allcaps> my feet are ugly . <repeat> & if you keep staring at me . <repeat> then yes <allcaps> i will punch you ."
792,'327412972232269824',I can just picture my sweet mom saying something like honey go sit and pose by that stone wall... http://t.co/YGDusSFv6B,off-topic,i can just picture my sweet mom saying something like honey go sit and pose by that stone wall . <repeat> <url>
793,'325379264226680833',@veronica_02 is it the research paper for the capstone class?,off-topic,<user> is it the research paper for the capstone class ?
794,'327982789918093312',@megcottrell @misslizzzzzz maybe next weekend I think I have a dead week,off-topic,<user> <user> maybe next weekend i think i have a dead week
795,'325814427649724416',#BrooksBestBet loses. Now 10-6 since starting these.,off-topic,<hashtag> brooksbestbet loses . now <number> <number> since starting these .
796,'327272177999179776',#LizzieMcGuire with roomies! Not a bad way to spend a Wednesday night  @jennaakay @mackeywatts,off-topic,<hashtag> lizziemcguire with roomies ! not a bad way to spend a wednesday night <user> <user>
797,'327099042674925569',@OorahGF @ana_heart00 your a banana with arms,off-topic,<user> <user> your a banana with arms
798,'324806797481349120',#PrayersForBoston#PrayersForWest#PrayersForBaylor please actually pray instead of it just being on your heartBc a lot of people need it,on-topic,<hashtag> prayersforboston #prayersforwest #prayersforbaylor please actually pray instead of it just being on your heartbc a lot of people need it
799,'326003791902167040',Guys.... I think... I have a cussing problem,off-topic,guys . <repeat> i think . <repeat> i have a cussing problem
800,'325607424184709120',"I'm at H-E-B Gas Station (Waco, TX) http://t.co/4HYR9ENMB4",off-topic,"i 'm at h-e-b gas station -LRB- waco , tx <allcaps> -RRB- <url>"
801,'326432638837600256',I'm giving her my prom dress... Breaks my heart how something so little can make someone's day,off-topic,i 'm giving her my prom dress . <repeat> breaks my heart how something so little can make someone 's day
802,'326745708399042560',@ItsCESAR_13 @victortexass do it get tender Tuesday special so we can grub,off-topic,<user> <user> do it get tender tuesday special so we can grub
803,'326875402289176576',Oh ok I was going to say,off-topic,oh ok i was going to say
804,'327276910671433730',Wanna get some sleep!!,off-topic,wan na get some sleep ! <repeat>
805,'327944998328885249',Yep. Parked in Ken Star's spot. #bucampus @ Ferrell Center http://t.co/8cUp05KmsP,off-topic,yep . parked in ken star 's spot . <hashtag> bucampus @ ferrell center <url>
806,'326422030570364928',@Mosquito_Drums Exactly. My mom said to wait til I finished a year of college. Which I did. But my dad wanta me to wait til I graduate.,off-topic,<user> exactly . my mom said to wait til i finished a year of college . which i did . but my dad wanta me to wait til i graduate .
807,'328227587803459585',Cute little guy #elephant #cameron #park #zoo #cutie @ Cameron Park Zoo http://t.co/hiOtVHKUbE,off-topic,cute little guy <hashtag> elephant <hashtag> cameron <hashtag> park <hashtag> zoo <hashtag> cutie @ cameron park zoo <url>
808,'326366032874860544',The Jets need to gone &amp; let go of Antonio cromartie too!! He too good to be over there,off-topic,the jets need to gone & let go of antonio cromartie too ! <repeat> he too good to be over there
809,'325023352349659137',The NBA Playoffs begin in less than 44 hours.!,off-topic,the nba <allcaps> playoffs begin in less than <number> hours ! <repeat>
810,'328205980284354560',Imma make you beg for it &lt;3,off-topic,imma make you beg for it < <number>
811,'324877523815129088',5-15 people have perished from the explosion at West.,on-topic,<number> <number> people have perished from the explosion at west .
812,'324555154999353345',"How beautiful you are, my darling! Oh, how beautiful! Your eyes are doves. (Song of Solomon 1:15 NIV) #GodPosts #bible #JESUS",off-topic,"how beautiful you are , my darling ! oh , how beautiful ! your eyes are doves . -LRB- song of solomon <number> niv <allcaps> -RRB- <hashtag> godposts <hashtag> bible <hashtag> jesus <allcaps> <allcaps>"
813,'326409936236077056',#manutd can win the premiership today,off-topic,<hashtag> manutd can win the premiership today
814,'325575298961784833',Time to make the proverbial donuts. Groan. @WacoFarmersMkt,off-topic,time to make the proverbial donuts . groan . <user>
815,'324362988943462401',@Greg_2LiveWell I've only heard one which is girls love beyonce I haven't heard anymore.,off-topic,<user> i 've only heard one which is girls love beyonce i have n't heard anymore .
816,'324707752171679745',explosions everywhere and now one in Waco? at a plant...great..now fumes all in the air...and it's dia eve...god bless us all tonight,on-topic,explosions everywhere and now one in waco ? at a plant . <repeat> great . <repeat> now fumes all in the air . <repeat> and it 's dia eve . <repeat> god bless us all tonight
817,'324735879409184769',@stevenbward I live in Waco &amp; we appreciate your prayers.,on-topic,<user> i live in waco & we appreciate your prayers .
818,'325863831119228928',Up Late Just Chillen On It.!,off-topic,up late just chillen on it ! <repeat>
819,'326485073031491584',"When you wander around campus, sometimes you even find a scavenger hunt! #baylor #kpmg #sicem @ Baylor http://t.co/g039uYAark",off-topic,"when you wander around campus , sometimes you even find a scavenger hunt ! <hashtag> baylor <hashtag> kpmg <hashtag> sicem @ baylor <url>"
820,'326090350257139713',@RIPDaishaNicole I was finna say I didn't realize I watched that much baseball,off-topic,<user> i was finna say i did n't realize i watched that much baseball
821,'324709987920252928',Tough breaks today. First losing day in awhile. Have tigers -1.5+155 (3*) pending,off-topic,tough breaks today . first losing day in awhile . have tigers <number> <number> -LRB- <number> * -RRB- pending
822,'324861852016316417',"@diamond_eubank: hard waking up in a bed, when you have family waking up in the hospital.",off-topic,"<user> : hard waking up in a bed , when you have family waking up in the hospital ."
823,'327586976821833729',I think lions should have drafted Dee Millner because they have no secondary,off-topic,i think lions should have drafted dee millner because they have no secondary
824,'328170772604534784',Everybody gone get live when karate chop come on !,off-topic,everybody gone get live when karate chop come on !
825,'324762760820965376',Thanks to all my precious friends who checked on me! #prayforWest,on-topic,thanks to all my precious friends who checked on me ! <hashtag> prayforwest
826,'324891344663371776',Times like this I wish I could donate blood,off-topic,times like this i wish i could donate blood
827,'325422775944753152',"I loved you with a fire red, and now it's turning blue",off-topic,"i loved you with a fire red , and now it 's turning blue"
828,'324921499549044737',Another coworker that lives in west has not shown up to work yet and no one has heard from her...,on-topic,another coworker that lives in west has not shown up to work yet and no one has heard from her . <repeat>
829,'325104076310323200',"@LizVaughan09 we've known each other 9-10 years, but been dating almost 5, each others 1st, best friends. Kinda lame lol",off-topic,"<user> we 've known each other <number> <number> years , but been dating almost <number> each others <number> st , best friends . kinda lame lol"
830,'328297482910064641',"Sometimes...when I'm lonely, I think about texting myself. #confessions",off-topic,"sometimes . <repeat> when i 'm lonely , i think about texting myself . <hashtag> confessions"
831,'327610881770930178',@tholecek1 so amazing.  Will never forget the way it made me feel.,off-topic,<user> so amazing . will never forget the way it made me feel .
832,'324721552941776896',Just heard on the radio they're evacuating the whole town of west #crazy,on-topic,just heard on the radio they 're evacuating the whole town of west <hashtag> crazy
833,'325398860748972032',@_ChASSMoneyy I guess you can say that lol,off-topic,<user> i guess you can say that lol
834,'324539528390004736',Luck is what you have left over after you give 100 percent,off-topic,luck is what you have left over after you give <number> percent
835,'327620557635985408',@DakotaMc_ your so sweet!! I will girl!,off-topic,<user> your so sweet ! <repeat> i will girl !
836,'325610006709956608',It's 9am and I haven't been fed. #lookout,off-topic,it 's <number> am and i have n't been fed . <hashtag> lookout
837,'327552406948806657',shout out to @DreeTheMC for Unfollowing me then following me again. you missed me. I know.,off-topic,shout out to <user> for unfollowing me then following me again . you missed me . i know .
838,'327598912967950337',@ItsAGrimesThang Whats Going Down This Weekend Boo???,off-topic,<user> whats going down this weekend boo ? <repeat>
839,'326460540723531776',Sometimes I think we're ghetto but then I remember we are from Westlake @chelseatshort #imissyou #summer2013,off-topic,sometimes i think we 're ghetto but then i remember we are from westlake <user> <hashtag> imissyou <hashtag> summer <number>
840,'326893914990714881',"@pioneercynthia well, I'm actually 1/2 time at a bigger older church and 1/2 time at the Episcopal Student Center at Baylor! This is the ESC",off-topic,"<user> well , i 'm actually <number> / <number> time at a bigger older church and <number> / <number> time at the episcopal student center at baylor ! this is the esc <allcaps>"
841,'325067498045177856',I've never seen so many news crews and police cars in my life. This has really changed my heart and soul.#prayforwest http://t.co/KDwsCSRIsf,on-topic,i 've never seen so many news crews and police cars in my life . this has really changed my heart and soul . <hashtag> prayforwest <url>
842,'324879372500746241',Prayer is a powerful thing #PrayforWest,on-topic,prayer is a powerful thing <hashtag> prayforwest
843,'325782973683224577',Its pretty clear to me,off-topic,its pretty clear to me
844,'325863896827187200',Somebody call my line if you can keep a convo,off-topic,somebody call my line if you can keep a convo
845,'328022085400158208',@Shizz_3200 well thanks did you save me some???,off-topic,<user> well thanks did you save me some ? <repeat>
846,'325719223110344705',I Found My Homie &amp; My Best Friend.,off-topic,i found my homie & my best friend .
847,'326022509898121218',@RuthlessTay_: Bout to get lifted then head to work! With who?!,off-topic,<user> : bout to get lifted then head to work ! with who ! <repeat>
849,'325309388669739008',New business cards coming soon!,off-topic,new business cards coming soon !
850,'324370670563762176',@TBone_west  are u watching the live series now,off-topic,<user> are u watching the live series now
851,'325331743714455552',I actually just wanna curl up into a ball and go to sleep. Sleep is the # 1 key to my sanity.,off-topic,i actually just wan na curl up into a ball and go to sleep . sleep is the # <number> key to my sanity .
852,'326882984449937408',@Iamwalkerlove: I got goons in Mart.... That's all I need we to real right here all day 24/7 D1,off-topic,<user> : i got goons in mart . <repeat> that 's all i need we to real right here all day <number> / <number> d <number>
853,'327099813470535682',I'm just like...  i CANT DEAL,off-topic,i 'm just like . <repeat> i cant <allcaps> deal <allcaps>
854,'327215253429559296',"Every fuckin time I take my 15 min break, my head cashier wanna call me to help someone. EVERY TIME! Like bitch..get your fat ass up &amp; do it",off-topic,"every fuckin time i take my <number> min break , my head cashier wan na call me to help someone . every <allcaps> time <allcaps> ! like bitch . <repeat> get your fat ass up & do it"
855,'324732493280456704',Pray for the people of #West.,on-topic,pray for the people of <hashtag> west .
856,'327148548493824000',76678: Special Weather Statement issued April 18 at 7:05AM CDT  by NWS Dallas-Fort Worth http://t.co/FLAdX7ipza,off-topic,<number> special weather statement issued april <number> at <number> am <allcaps> cdt <allcaps> by nws <allcaps> dallas-fort worth <url>
857,'326553374457753600',"what happened to Zeke, Kris, Shawn, &amp; Walker? they just disappeared!",off-topic,"what happened to zeke , kris , shawn , & walker ? they just disappeared !"
858,'327513442179227650',There are so many pretty ppl that I follow! #jealousforever,off-topic,there are so many pretty ppl that i follow ! <hashtag> jealousforever
859,'325803497666797568',@Iggy_95 that's a deal bro. You think i can get sum used for 13 ?,off-topic,<user> that 's a deal bro . you think i can get sum used for <number> ?
860,'327587840823267328',Why do I have to wait a whole week for the vampire diaries! #shitttt,off-topic,why do i have to wait a whole week for the vampire diaries ! <hashtag> shit <elong>
861,'325403262566166528',@FidelCastBr0 now you learn from your mistakes,off-topic,<user> now you learn from your mistakes
862,'324365248993820672',@MzMary_88 AIN'T NOBODY GOT TIME FOR THT,off-topic,<user> ain <allcaps> ' t nobody <allcaps> got <allcaps> time <allcaps> for <allcaps> tht <allcaps>
863,'324711868713295872',now my parents are leaving..,off-topic,now my parents are leaving . <repeat>
864,'328267143454003201',The Fact that We stay in polo &gt;&gt;,off-topic,the fact that we stay in polo > >
865,'326551584450412544',One day you'll see her walking down the street with that guy you use to be,off-topic,one day you 'll see her walking down the street with that guy you use to be
866,'327605150569070593',Guys get this sick pleasure when they know girls are thinking about them after they stop talking or break up.,off-topic,guys get this sick pleasure when they know girls are thinking about them after they stop talking or break up .
867,'325720287796658176',I just left the house my phone was on 100 and now it's on 53 tf??,off-topic,i just left the house my phone was on <number> and now it 's on <number> tf ? <repeat>
868,'326451187199115266',Anyone wanna come over and help me with this math packet though/study? .___. #TAKSTomorrow,off-topic,anyone wan na come over and help me with this math packet though / study ? . _ <elong> . <hashtag> takst <allcaps> omorrow
869,'326515933684305920',@OdecamXela I better be one,off-topic,<user> i better be one
870,'327244932739911680',Give Them Motivation Even Though I Know They Hating.,off-topic,give them motivation even though i know they hating .
871,'327241463681384448',Sometimes I wish I didn't have a job so I can rest but naw I like having money,off-topic,sometimes i wish i did n't have a job so i can rest but naw i like having money
872,'327048532009828352',The fact that We Go To different schools &lt;&lt;,off-topic,the fact that we go to different schools < <
873,'326923599715901442',"Happy 21st birthday to my favorites, Kristen and Kristin! @kristenmking @kristin_cam love you both!!! http://t.co/uQLZjkp49y",off-topic,"happy <number> st birthday to my favorites , kristen and kristin ! <user> <user> love you both ! <repeat> <url>"
874,'326384832047349760',I'm going to be late to class because I'm hungry and refuse to leave the line at Einstein. #ohwell #isitsummeryet,off-topic,i 'm going to be late to class because i 'm hungry and refuse to leave the line at einstein . <hashtag> ohwell <hashtag> isitsummeryet
875,'327994492810588160',@TeamTWilliams I totally called this pick! Great to have TWill wearing the Star!!!,off-topic,<user> i totally called this pick ! great to have tw <allcaps> ill wearing the star ! <repeat>
876,'327282063118045185',@baylorboundshee @akassh25 but the draft does have importance,off-topic,<user> <user> but the draft does have importance
877,'325279784026386432',@iAmNotA_Dyke mines was too yesterday.... Charge it to the alcohol the night before...,off-topic,<user> mines was too yesterday . <repeat> charge it to the alcohol the night before . <repeat>
878,'324786706031194113',Bad things happen to good people. #confused #West,on-topic,bad things happen to good people . <hashtag> confused <hashtag> west
879,'327908470802219008',@daisy_paz @Bekah_Duran you're a ridiculous kind of impulsive. You constantly change your moods,off-topic,<user> <user> you 're a ridiculous kind of impulsive . you constantly change your moods
880,'326059036447481856',At the dam with my little cousin and my dog Toby!,off-topic,at the dam with my little cousin and my dog toby !
881,'327249627952869377',"Would you dare to believe that you still have a reason to sing, 'cause the pain you've been feeling can't compare to the joy that's coming",off-topic,"would you dare to believe that you still have a reason to sing , 'cause the pain you 've been feeling ca n't compare to the joy that 's coming"
882,'327185268014710785',Nerves are so bad right now,off-topic,nerves are so bad right now
883,'326145955533582336',"@Forever_like21 really when I come back to houston, ima shoot the 1 with yo lil ass",off-topic,"<user> really when i come back to houston , ima shoot the <number> with yo lil ass"
884,'325429376923627520',A nigga ain't ate all day,off-topic,a nigga ai n't ate all day
885,'326478354184286210',My Twitter Be On That Trip Shit !,off-topic,my twitter be on that trip shit !
886,'325396585414553601',"@RubyTrevino @GovernorPerry @prissy_88 I didn't get too. I was serving food! Lol, but I told him I followed him on Twitter! :))",off-topic,"<user> <user> <user> i did n't get too . i was serving food ! lol , but i told him i followed him on twitter ! <smile>"
887,'324724835982905344',"People are saying the worlds ending &amp; Gods coming, but if you know anything about God then you would know that he wouldnt want you to suffer",off-topic,"people are saying the worlds ending & gods coming , but if you know anything about god then you would know that he wouldnt want you to suffer"
888,'324427929331306496',@DavisJessd2014 is tweeting more I think she likes it #missionaccomplished,off-topic,<user> is tweeting more i think she likes it <hashtag> missionaccomplished
889,'326904456933429249',Lol waiting for tomorrow to come,off-topic,lol waiting for tomorrow to come
890,'325863234609496065',Foo I miss football SOOOOO MUCH!!!,off-topic,foo i miss football so <allcaps> <elong> much <allcaps> ! <repeat>
891,'325677998990827520',"@OhManLianne is the sweetest for bringing me Starbucks, meds, and a trashy magazine when I'm so sick. What would I do without you?!",off-topic,"<user> is the sweetest for bringing me starbucks , meds , and a trashy magazine when i 'm so sick . what would i do without you ! <repeat>"
892,'324756468760977409',That nap I took around 1 today is wearing off.,off-topic,that nap i took around <number> today is wearing off .
893,'325421468643123202',&amp; lightskin girls are fine SOME OF THEM,off-topic,& lightskin girls are fine some <allcaps> of <allcaps> them <allcaps>
894,'328274063158034432',@coltonhair Phoenix is good!  Maybe they'll play if it means a lot to you since paramore is there lol,off-topic,<user> phoenix is good ! maybe they 'll play if it means a lot to you since paramore is there lol
895,'327453924422467586',@LoveeAlina lol he might be but I know He pose to be coming here,off-topic,<user> lol he might be but i know he pose to be coming here
896,'325827887238369280',My momma and my aunties went out llab they so funny bro they drunk,off-topic,my momma and my aunties went out llab they so funny bro they drunk
897,'327264349238480897',Need to do laundry earlier next time http://t.co/019uGVbvi0,off-topic,need to do laundry earlier next time <url>
898,'327149177639411713',Last Final Of The Semester &gt;&gt;&gt;,off-topic,last final of the semester > > >
899,'325385158700195840',moral support is a serious role that is not to be taken lightly!! - Oil change with @samjane010's car #3hourslater #goodthingimhere,off-topic,moral support is a serious role that is not to be taken lightly ! <repeat> - oil change with <user> 's car <hashtag> <number> hourslater <hashtag> goodthingimhere
900,'326364183878852609',I smoke weed my bitches do drugs,off-topic,i smoke weed my bitches do drugs
901,'326351340882243584',Damn bruh in high school you was the man bruh,off-topic,damn bruh in high school you was the man bruh
902,'326671064849596416',Ugh...  Not feeling it today... (@ S2G) http://t.co/drPJ0x7tef,off-topic,ugh . <repeat> not feeling it today . <repeat> -LRB- @ s <number> g -RRB- <url>
903,'324586016130351104',No RT@lynnxjoy: Everybody needs to stop tweeting Miley!! She's mine,off-topic,no rt <allcaps> <user> : everybody needs to stop tweeting miley ! <repeat> she 's mine
904,'325867229868617728',@creolemigo but my block game sick,off-topic,<user> but my block game sick
905,'327261643371323392',Let me wash these dishes hell,off-topic,let me wash these dishes hell
906,'327100633071120384',@Adreeezyyy I used to love watching his show.,off-topic,<user> i used to love watching his show .
907,'325458606080286722',"A little late, but the monkey is still so cute.  @ Fountain Mall http://t.co/iiPn9geIT1",off-topic,"a little late , but the monkey is still so cute . @ fountain mall <url>"
908,'327039544962727936',Last Day Of Class&gt;&gt;&gt;&gt;&gt;,off-topic,last day of class > > > > >
909,'327617196870217729',This song still stuck in my head tho .!!,off-topic,this song still stuck in my head tho ! <repeat>
910,'324398418262908928',@Ay_ItsSierra your welcome loveee I'm here for yu,off-topic,<user> your welcome love <elong> i 'm here for yu
911,'327032867903401984',Up to 52% Off Massage and Pedicure http://t.co/3EfsL0bqQ7,off-topic,up to <number> % off massage and pedicure <url>
912,'325074493485760512',Tryna claim my little fame,off-topic,tryna claim my little fame
913,'324506454566518785',If you've never been to the little grocery store on campus by the business school then you are wrong. #lifechanging,off-topic,if you 've never been to the little grocery store on campus by the business school then you are wrong . <hashtag> lifechanging
914,'326875523290656768',@princesscathh same! Hahaha the whole damn can,off-topic,<user> same ! hahaha the whole damn can
915,'327961759019315200',@ray_vela_2012 lol Im not going since I'm moving home next weekend!,off-topic,<user> lol im not going since i 'm moving home next weekend !
916,'325693908807983104',@Pretty_Dest95 if I wait that long I'ma spend the money I have for it,off-topic,<user> if i wait that long i ` ma spend the money i have for it
917,'325658228950171648',"I feLL in Love wit a Puerto Rican.. Imma king, that'z tha way they treat me.. #PYN",off-topic,"i fell <allcaps> in love wit a puerto rican . <repeat> imma king , that ' z tha way they treat me . <repeat> <hashtag> pyn <allcaps> <allcaps>"
918,'324539252232830978',@_KingEdwardsIII welcome. Hit me up when you are in Brenham,off-topic,<user> welcome . hit me up when you are in brenham
919,'325445485840187393',"Friday night = Olive Garden in Waco, Texas.",off-topic,"friday night = olive garden in waco , texas ."
920,'327241439790641152',Pandora just told me that i couldn't listen anymore bc i reached my monthly limit .. good thing i have 5 other accounts.,off-topic,pandora just told me that i could n't listen anymore bc i reached my monthly limit . <repeat> good thing i have <number> other accounts .
921,'324924932943409152',Markings being used by search and rescue crews #WestExplosion @NBCDFW http://t.co/lBwlr4naWa,on-topic,markings being used by search and rescue crews <hashtag> westexplosion <user> <url>
922,'327930751314182144',Whataburgers always gonna have a special place in my heart @Whataburger,off-topic,whataburgers always gon na have a special place in my heart <user>
923,'324918777500282881',since the cops have shut down 10th DIA should be move to @ScruffyMurphys1 #openearly,off-topic,since the cops have shut down <number> th dia <allcaps> should be move to <user> <hashtag> openearly
924,'326667070974607361',@hess_aj: Lets top this hangover off with a 1000 mile drive #gross #texasbound have fun with that,off-topic,<user> : lets top this hangover off with a <number> mile drive <hashtag> gross <hashtag> texasbound have fun with that
