,tweet id, tweet, label,tweet_cleaned
2205,'296613270759022592',@russellcrowe are you playing him in an upcoming movie and just getting into character? Or are you drinking? I hope you are drinking,off-topic,<user> are you playing him in an upcoming movie and just getting into character ? or are you drinking ? i hope you are drinking
2206,'295352819828015104',@walkabout71 you shouldn't be driving. All the roads are flooding,on-topic,<user> you should n't be driving . all the roads are flooding
2207,'295850478443589632',"Fuck yeah, no school! Wish Seniors got another free day off due to the flooding  But no, bac @ Jess crib  http://t.co/ASyAEoOj",on-topic,"fuck yeah , no school ! wish seniors got another free day off due to the flooding but no , bac @ jess crib <url>"
2208,'297291816452112384',@simondodson I have read a lil bit but not that in depth. Dude sounds like he wants the $$$ but ain't goin to play for it,off-topic,<user> i have read a lil bit but not that in depth . dude sounds like he wants the $ $ $ but ai n't goin to play for it
2209,'296242378090622976',@chelseaaaroseee: this will be funny when they're like stand about three metres away and layla's all WHAT'S A METRE @laylasubritzky,off-topic,<user> : this will be funny when they 're like stand about three metres away and layla 's all what <allcaps> 's a metre <allcaps> <user>
2210,'295981585210146816',Ashmore Room Available $140 PH Chris 041283**** $140.00 Ashmore http://t.co/jaKZXakS,off-topic,ashmore room available $ <number> ph <allcaps> chris <number> **** $ <number> ashmore <url>
2211,'296947224359878656',"@crystallouu good old' Australian post, arrived at the perfect time too, best birthday ever haha. can't wait to buy more things from you, x",off-topic,"<user> good old ' australian post , arrived at the perfect time too , best birthday ever haha . ca n't wait to buy more things from you , x"
2212,'297329937738772480',I get so angry at people who touch green tree frogs. Don't kill them fcun,off-topic,i get so angry at people who touch green tree frogs . do n't kill them fcun
2213,'295921136246587392',Can't sleep #ironic seeing in a few hours our lsst child starts school &amp; our eldest into Grade 8,off-topic,ca n't sleep <hashtag> ironic seeing in a few hours our lsst child starts school & our eldest into grade <number>
2214,'297107601647353856',"I'm at Mount Petrie State School (Mackenzie, QLD) http://t.co/HDx1Ig38",off-topic,"i 'm at mount petrie state school -LRB- mackenzie , qld <allcaps> -RRB- <url>"
2215,'295441274897588224',@BriAstronaut OK THAT'S GETTING OUT OF HAND NOW WTF,off-topic,<user> ok <allcaps> that <allcaps> 's getting <allcaps> out <allcaps> of <allcaps> hand <allcaps> now <allcaps> wtf <allcaps>
2216,'296249650237808640',@KolbiKardashian the mask is actually a dog and it's scary,off-topic,<user> the mask is actually a dog and it 's scary
2217,'295685793731706880',"@definatalie I would imagine so, the water is up to our next door neighbours property &amp; we are on princess st just before erobin",on-topic,"<user> i would imagine so , the water is up to our next door neighbours property & we are on princess st just before erobin"
2218,'297268610571833344',@alexmillier @abstractg A big slice of heaven!,off-topic,<user> <user> a big slice of heaven !
2219,'295896415748628480',"@James_Yammouni #JamesLovesJanoskianators  still now follow wow I give up, goodnight",off-topic,"<user> <hashtag> jameslovesjanoskianators still now follow wow i give up , goodnight"
2220,'296028839379865600',"No work today because the power is still out, anyone feel like getting a milkshake?",off-topic,"no work today because the power is still out , anyone feel like getting a milkshake ?"
2221,'295689685349572610',My power just went out.,off-topic,my power just went out .
2222,'295376220437233664',Tha rains are ere  @ Redcliffe http://t.co/CBHw0IVm,off-topic,tha rains are ere @ redcliffe <url>
2223,'295428410652622848',"@theqldpremier doesn't quite have the tact, good manner and empathy of @annambligh...  In very similar circumstances. #bigwet #qldfloods",on-topic,"<user> does n't quite have the tact , good manner and empathy of <user> . <repeat> in very similar circumstances . <hashtag> bigwet <hashtag> qldfloods"
2224,'296520521963675648',@real_cktang haha no cos u keep playing in the car!,off-topic,<user> haha no cos u keep playing in the car !
2225,'296532430377082880',@Follese_Crazy13 haha silly eh? :/ but I like it that way :),off-topic,<user> haha silly eh ? : / but i like it that way <smile>
2226,'296386304390877184',@evie_ryan please enjoy the latest episode of #CatTalk. Play with sound!,off-topic,<user> please enjoy the latest episode of <hashtag> cattalk . play with sound !
2227,'295678563691147264',@Real_Liam_Payne thanks for being the best band everrrrrr,off-topic,<user> thanks for being the best band ever <elong>
2228,'296451646437859330',@donlaarindini I have to be good at something,off-topic,<user> i have to be good at something
2229,'296969184594759681',"@musicbyhux and then you will miss it, just like I did, lol.",off-topic,"<user> and then you will miss it , just like i did , lol ."
2230,'296962882925633536',how do you meet nice boys?,off-topic,how do you meet nice boys ?
2231,'296055297703833600',@ArianaGrande please follow me ariana !,off-topic,<user> please follow me ariana !
2232,'296655407944962049',@celticsblog @ZachLowe_NBA I'd imagine most GM's would be willing to roll the dice on,off-topic,<user> <user> i 'd imagine most gm <allcaps> 's would be willing to roll the dice on
2233,'295333755076354048',@angryaussie nah screw that. You dont have to be a musician to know dubstep is pants.,off-topic,<user> nah screw that . you dont have to be a musician to know dubstep is pants .
2234,'295641712246796289',"I might hug other guys, I might laugh with other guys and I might text other guys, but none of them will ever mean as much to me as you do.",off-topic,"i might hug other guys , i might laugh with other guys and i might text other guys , but none of them will ever mean as much to me as you do ."
2235,'295639582203064321',Can we go yet?! #cabincrew #qldflood #storm http://t.co/HCoYeZsE,off-topic,can we go yet ! <repeat> <hashtag> cabincrew <hashtag> qldflood <hashtag> storm <url>
2236,'295498300302430208',All sunshine here on the Sunny Coast,off-topic,all sunshine here on the sunny coast
2237,'295504556576620544',@stuartmcveigh coolum beach where I am got off lightly I think . Family life is good mate how's the girls??,off-topic,<user> coolum beach where i am got off lightly i think . family life is good mate how 's the girls ? <repeat>
2238,'295453479349149697',@pagetpaget Just watched and Ep of CM and missed you so much I followed it with and Ep of Huff and the Kathy eps of Friends.,off-topic,<user> just watched and ep of cm <allcaps> and missed you so much i followed it with and ep of huff and the kathy eps of friends .
2239,'295709292785442816',@the_ironsheik: Iron Sheik want to know Ryback real or Ryback dog shit? #royalrumble it's RyBerg,off-topic,<user> : iron sheik want to know ryback real or ryback dog shit ? <hashtag> royalrumble it 's ryberg
2240,'297427433777401856',Another day at work. Woo hoo i love making #money. #Triplefigures,off-topic,another day at work . woo hoo i love making <hashtag> money . <hashtag> triplefigures
2241,'295495433143320576',@katietheskatie my car still works. Ain't even mad.,off-topic,<user> my car still works . ai n't even mad .
2242,'297253450104852480',@Kristynowjoseph my view 1.5hr in #hungry http://t.co/zkMhnbjX,off-topic,<user> my view <number> hr in <hashtag> hungry <url>
2243,'296749001695428609',"Starting to get excited about teaching media studies again. Not yet confirmed, so fingers crossed. Man I love teaching.",off-topic,"starting to get excited about teaching media studies again . not yet confirmed , so fingers crossed . man i love teaching ."
2244,'295426417066405888',"@katjoy05 I hope you and your family are ok, stay safe :-)",on-topic,"<user> i hope you and your family are ok , stay safe <smile>"
2245,'296586991867404289',"I'm at Yoki Thai (Paradise Point, QLD) http://t.co/CptW7w55",off-topic,"i 'm at yoki thai -LRB- paradise point , qld <allcaps> -RRB- <url>"
2246,'296253087717416960',need to be  s k i n n y http://t.co/lK0xLKvk,off-topic,need to be s k i n n y <url>
2247,'295463045705129984',@simultech Itll be fine once I get the kiddos to bed. :) Assuming no more trees fall on our house today. ;),on-topic,<user> itll be fine once i get the kiddos to bed . <smile> assuming no more trees fall on our house today . <smile>
2248,'296507294978564096',I just ousted @taliacarbis as the mayor of Palmwoods Railway Station on @foursquare! http://t.co/45engsP1,off-topic,i just ousted <user> as the mayor of palmwoods railway station on <user> ! <url>
2249,'296034180012322816',"@TheRealSophie1 well I've been paid less than that in ny working life, and apprentices get less than that..",off-topic,"<user> well i 've been paid less than that in ny working life , and apprentices get less than that . <repeat>"
2250,'296864396280467456',2002 Hyundai Sonata Sedan with driver side doors smashed. Palm Beach http://t.co/dtfKOAnZ,off-topic,<number> hyundai sonata sedan with driver side doors smashed . palm beach <url>
2251,'295848778655739904',@Mardy__Bum_ @rtisticpoop Joshua is the man,off-topic,<user> <user> joshua is the man
2252,'295457591780339712',"My sister just said, 'when were you born Alicia? 1943?' Hahahah",off-topic,"my sister just said , ` when were you born alicia ? <number> ? ' hahahah"
2253,'295861570813194240',#ausvsl bailey is stunned by the 19 year old young gun!,off-topic,<hashtag> ausvsl bailey is stunned by the <number> year old young gun !
2254,'295540325995393025',"Quake: M 5.1, southern East Pacific Rise  http://t.co/EwqWzHTT",off-topic,quake : m <number> southern east pacific rise <url>
2255,'296573056015532032',#MundinevGeale2 let's get the job done Geale!,off-topic,<hashtag> mundinevgeale <number> let 's get the job done geale !
2256,'297442501034397696',@StalkingReedus @serafinosays @spiketv That awesome! But he should sleep more...,off-topic,<user> <user> <user> that awesome ! but he should sleep more . <repeat>
2257,'295695694256283648',Can't fucking believe it's going to flood again here. #qldfloods #floods #qld #Australia,on-topic,ca n't fucking believe it 's going to flood again here . <hashtag> qldfloods <hashtag> floods <hashtag> qld <hashtag> australia
2258,'297096108692369408',@Telstra just a quick question if there is no e t a will telstra provide a 4G modem to use while outage is on?,off-topic,<user> just a quick question if there is no e t a will telstra provide a <number> g modem to use while outage is on ?
2259,'295878893099941889',Terribly sad news tonight that the 3 year old boy that was struck by a tree just down the road from our place has died. RIP little fella :-(,off-topic,terribly sad news tonight that the <number> year old boy that was struck by a tree just down the road from our place has died . rip <allcaps> little fella <sadface>
2260,'295511059526209536',@Glavicic yeah mate all good. Lots of rain and trees down but nothing serious,on-topic,<user> yeah mate all good . lots of rain and trees down but nothing serious
2261,'296036216481132544',@inhabitat: The San Francisco 49ers' new home will be pro footballs first LEED-certified stadium! http://t.co/J4mTKAFz #49ers,off-topic,<user> : the san francisco <number> ers ' new home will be pro footballs first leed <allcaps> - certified stadium ! <url> <hashtag> <number> ers
2262,'295517556377264128',@Miss_Elle_88 @bradrowden vegetarian night needs more steak. {awkward laugh},off-topic,<user> <user> vegetarian night needs more steak . -LCB- awkward laugh -RCB-
2263,'296813328502751232',"@AgnessMack @latingle Tricky with a willing liar. What price fact checkers? Journos used to do that. Why not still? Baffling, sad, dangerous",off-topic,"<user> <user> tricky with a willing liar . what price fact checkers ? journos used to do that . why not still ? baffling , sad , dangerous"
2264,'296957839480606721',@TheRealGelfie can't say I have. But then again I'm not as super cool as you...,off-topic,<user> ca n't say i have . but then again i 'm not as super cool as you . <repeat>
2265,'296368972876640256',"I also totally have friends now. A straight Israeli bear, single mother (and award winning gardener) and a tradie gay. I'm kinda lucky",off-topic,"i also totally have friends now . a straight israeli bear , single mother -LRB- and award winning gardener -RRB- and a tradie gay . i 'm kinda lucky"
2266,'296776753232351233',Tranny bingo got me way too fucked  @ Empire Hotel http://t.co/zNhh3pFA,off-topic,tranny bingo got me way too fucked @ empire hotel <url>
2268,'295809073859923968',This water is coming through my yard rn :/// http://t.co/Wrka0q4C,on-topic,this water is coming through my yard rn : / / / <url>
2269,'295801390800973825',@Eammah_  Not being mean or anything just read some ones tweet that said so,off-topic,<user> not being mean or anything just read some ones tweet that said so
2270,'296052935115304961',#brisbaneriver about 2m over normal kingtide at end of mollison st. http://t.co/9VK2UzSZ,on-topic,<hashtag> brisbaneriver about <number> m over normal kingtide at end of mollison st. <url>
2271,'295545868180938752',@troyesivan18 until we... Get some of this? haha,off-topic,<user> until we . <repeat> get some of this ? haha
2272,'296378103079514112',@PoshLopez @theheraldsun That's a shitty start to someone's work day!,off-topic,<user> <user> that 's a shitty start to someone 's work day !
2273,'296409918225928194',Chillin' with the Dogg in Rocky waiting for the roads to open @ City Beach http://t.co/zycMHVdZ,off-topic,chillin ' with the dogg in rocky waiting for the roads to open @ city beach <url>
2274,'295671724295479297',Foxy saviour of the day: coffee and breakfast a go-go  @ The Rogue Rennard http://t.co/LW6okHWX,off-topic,foxy saviour of the day : coffee and breakfast a go-go @ the rogue rennard <url>
2275,'296474689113579520',"@jhutch1992 This was tweeted in the nick of time!  My partner and my ever-faithful dog, thank you...The misery you've a averted...:)",off-topic,"<user> this was tweeted in the nick of time ! my partner and my ever-faithful dog , thank you . <repeat> the misery you 've a averted . <repeat> <smile>"
2276,'297367688613875713',Now I know where socks go! @ Queen Street Mall http://t.co/18Lq7POc,off-topic,now i know where socks go ! @ queen street mall <url>
2277,'295382306984697856',Looks like my luggage had fun between the plane and the terminal!  @ Brisbane Airport (BNE) http://t.co/i1JOJ4m4,off-topic,looks like my luggage had fun between the plane and the terminal ! @ brisbane airport -LRB- bne <allcaps> -RRB- <url>
2278,'295421696322707456',last night was the most fun I've had in sooooo long and I made so many new friends #loveit #fun #Yolo #ausday #whitegirlwasted #omg #dani,off-topic,last night was the most fun i 've had in so <elong> long and i made so many new friends <hashtag> loveit <hashtag> fun <hashtag> yolo <hashtag> ausday <hashtag> whitegirlwasted <hashtag> omg <hashtag> dani
2279,'296066770433884162',"I'm at Springwood Mitsubishi (Slacks Creek, QLD) http://t.co/gNVbPIH8",off-topic,"i 'm at springwood mitsubishi -LRB- slacks creek , qld <allcaps> -RRB- <url>"
2280,'296281890837626880',@ProSyndicate how do you get the new map pack on bo2 for 3,off-topic,<user> how do you get the new map pack on bo <number> for <number>
2281,'296842268122435584',@NickWarland57 maybe she's cutting him loose,off-topic,<user> maybe she 's cutting him loose
2282,'296613359028154369',@Abashima You know how you suggested to blog my story? Should I scan it &amp; post it raw? (I also prolly wont feel like typing it all out lol),off-topic,<user> you know how you suggested to blog my story ? should i scan it & post it raw ? -LRB- i also prolly wont feel like typing it all out lol -RRB-
2283,'296071828215037952',Oh cry I have these many friends: 0,off-topic,oh cry i have these many friends : <number>
2284,'296828833343094785',@Fridgeeninja sure .. I'll post some too you :P,off-topic,<user> sure . <repeat> i 'll post some too you : p
2285,'295479021377032192',@SimonOverall fair enough! I am not a big tennis connoisseur so it all sounds fairly sensible to me haha.,off-topic,<user> fair enough ! i am not a big tennis connoisseur so it all sounds fairly sensible to me haha .
2286,'296744859782500352',@avenkat10 he can save 5 for the Madrid game if he likes,off-topic,<user> he can save <number> for the madrid game if he likes
2287,'296576634398593026',@timsharky  wat has been ur biggest total in ur bank ever??,off-topic,<user> wat has been ur biggest total in ur bank ever ? <repeat>
2288,'295663362895921153',@612brisbane so good to have the calming voice of @SpencerHowson  on the radio this morning. Great to have you back SH. :),off-topic,<user> so good to have the calming voice of <user> on the radio this morning . great to have you back sh <allcaps> . <smile>
2289,'295512901438033921',@Champingthebit I've thought that too. Don't tell me she has her own life!,off-topic,<user> i 've thought that too . do n't tell me she has her own life !
2290,'296785307628601344',"I'm at International Terminal (Brisbane Airport, QLD) w/ 4 others [pic]: http://t.co/QOiJ2I1e",off-topic,"i 'm at international terminal -LRB- brisbane airport , qld <allcaps> -RRB- w / <number> others -LSB- pic -RSB- : <url>"
2291,'295475412920856577',Whatcha up to Mickey? Oh not much just hanging out in a hotel room coz I can't get home. Thanks Brisbane.,off-topic,whatcha up to mickey ? oh not much just hanging out in a hotel room coz i ca n't get home . thanks brisbane .
2292,'295870689003573248',I'd love to read a book that lists the daily health habits of great leaders. Leaders are peak performance athletes in a way,off-topic,i 'd love to read a book that lists the daily health habits of great leaders . leaders are peak performance athletes in a way
2293,'296675937859301376',@PriyaReedus Thank you for sharing!,off-topic,<user> thank you for sharing !
2294,'295385395716296704',@annakissed36 plz let us know every couple of hours. worried.,off-topic,<user> plz let us know every couple of hours . worried .
2295,'295470245525729280',"@evilsnoofy @emmagrizz @wobber me, I prefer the hell yeah we hit a strip joint, what of it? Approach, but Im a jerk like that.",off-topic,"<user> <user> <user> me , i prefer the hell yeah we hit a strip joint , what of it ? approach , but im a jerk like that ."
2296,'295464600919478272',Whole family laying on the parent bed watching the news,off-topic,whole family laying on the parent bed watching the news
2297,'296564385013432320',@WillSinge @trentbell90 stil haven't seen it? :( tell me if its good or not!,off-topic,<user> <user> stil have n't seen it ? <sadface> tell me if its good or not !
2298,'296496943776018432',"I'm at Ryan Catholic College (Townsville, Queensland) http://t.co/b27CjkMZ",off-topic,"i 'm at ryan catholic college -LRB- townsville , queensland -RRB- <url>"
2299,'296803019167772672',Mmm Malaysian pork stir fry (@ Park's Kitchen) http://t.co/n4M9i8B8,off-topic,mmm malaysian pork stir fry -LRB- @ park 's kitchen -RRB- <url>
2300,'297215461387542528',Whole meal bread still needs Vegemite on it,off-topic,whole meal bread still needs vegemite on it
2301,'295361822284984320',@justabfab1 @QLDOnline all goo hope u slept well just  wanted to do our bit,off-topic,<user> <user> all goo hope u slept well just wanted to do our bit
2302,'296105843152273409',#food what is the definition of 'homemade' when it comes to food. Just saw a sign in convenience store for 'homemade' sandwiches. Photo of 2,off-topic,<hashtag> food what is the definition of ` homemade ' when it comes to food . just saw a sign in convenience store for ` homemade ' sandwiches . photo of <number>
2303,'296026061236490241',this will be the floods 2013 television had to have in an extended edition peak advertisement rates kind of way #qldfloods,on-topic,this will be the floods <number> television had to have in an extended edition peak advertisement rates kind of way <hashtag> qldfloods
2304,'295682978456170497',"@PAshleyyyyy sorry for the late reply.. we were safe but its was very scary, today is the same, alot of roads are flooded..",on-topic,"<user> sorry for the late reply . <repeat> we were safe but its was very scary , today is the same , alot of roads are flooded . <repeat>"
2305,'295432480599728128',@mrfaez: i heard mini cyclone will hit brissie this evening.is it true?it just a rumour. I ve been in sandgate,off-topic,<user> : i heard mini cyclone will hit brissie this evening.is it true?it just a rumour . i ve been in sandgate
2306,'295553534240370688',@TheMoneyAce yep and Valencia and Rafael not clearing the ball allowing the cross to come in. Amazing the 'cup finals' some teams play,off-topic,<user> yep and valencia and rafael not clearing the ball allowing the cross to come in . amazing the ` cup finals ' some teams play
2307,'296977077364740096',WO2013013273A1 Modulators Of Protease Activated Receptors #A61K #A61K38 http://t.co/91AHdCTs http://t.co/uEfGH33Z,off-topic,wo <allcaps> <number> a <number> modulators of protease activated receptors <hashtag> a <number> k <hashtag> a <number> k <number> <url> <url>
2308,'296814695845883905',http://t.co/MipGQV3E the roof has buckled up the top of the building,off-topic,<url> the roof has buckled up the top of the building
2309,'296978219154939906',Babyyy i want you im too far in this game so let go you just want me cos im nxt #theweekndlyrics #BedTimeMusic,off-topic,baby <elong> i want you im too far in this game so let go you just want me cos im nxt <hashtag> theweekndlyrics <hashtag> bedtimemusic
2310,'297196059044741122',@NiallOfficial did you miss my spam tweets?,off-topic,<user> did you miss my spam tweets ?
2311,'296072181291577345',"1997 Holden Commodore Sedan 4 sale or swaps $3,500.00 Molendinar http://t.co/Tt2ZL71J",off-topic,<number> holden commodore sedan <number> sale or swaps $ <number> molendinar <url>
2312,'297349813488472065',Twitter you have brought me from the Abyss that is the political offseason to a sensational new world of ALP destruction! #auspol,off-topic,twitter you have brought me from the abyss that is the political offseason to a sensational new world of alp <allcaps> destruction ! <hashtag> auspol
2313,'296115855673151490',We just drove over the Fernvale bridge &amp; it's just barely under it! Gonna spell trouble...,on-topic,we just drove over the fernvale bridge & it 's just barely under it ! gon na spell trouble . <repeat>
2314,'296377550656139264',Whoever took it upon themselves to upgrade my pc to Windows 7 is going down! I don't know how to use it,off-topic,whoever took it upon themselves to upgrade my pc to windows <number> is going down ! i do n't know how to use it
2315,'296808122004148224',"Big swell in Burleigh , but no Barrels #burleighheads #surf  #swell #cyclone  @ Burleigh Heads Point http://t.co/dCZ4S6J9",off-topic,"big swell in burleigh , but no barrels <hashtag> burleighheads <hashtag> surf <hashtag> swell <hashtag> cyclone @ burleigh heads point <url>"
2316,'295798693402136577',Seeking refuge at my boyfriend's house and I come across this #bestboyfriendever  @ Sonic Temple http://t.co/CbADysBW,off-topic,seeking refuge at my boyfriend 's house and i come across this <hashtag> bestboyfriendever @ sonic temple <url>
2317,'297145013257768960',"Becoming famous will never change a person, in fact, it will show you exactly who they really are #fame#fortune",off-topic,"becoming famous will never change a person , in fact , it will show you exactly who they really are <hashtag> fame #fortune"
2318,'296508140361502720',"@nathvalvo But if the rest of you is good with it you worried member should rise to the occasion, in a confidence affirming way, as well!",off-topic,"<user> but if the rest of you is good with it you worried member should rise to the occasion , in a confidence affirming way , as well !"
2319,'296962799861633024',#nowplaying cassie - end of the line,off-topic,<hashtag> nowplaying cassie - end of the line
2320,'296659954906046465',I won my Ray bans bitches!!! Okay back to sleep before I get caught by mother ;),off-topic,i won my ray bans bitches ! <repeat> okay back to sleep before i get caught by mother <smile>
2322,'296608686137278464',My life be like ooh aah,off-topic,my life be like ooh aah
2323,'296550906965684224',"@Ravneezy_ Yep it's sorted, Gold Coast, Australia. You coming?",off-topic,"<user> yep it 's sorted , gold coast , australia . you coming ?"
2324,'296166415625490432',@Robgoulds @ted_lucas as if you wouldn't.,off-topic,<user> <user> as if you would n't .
2325,'295784483049857024',@vikkkic OMG iv been so lost without you,off-topic,<user> omg <allcaps> iv been so lost without you
2326,'296148744724963328',I wish I could get Centrelink and never have to work again,off-topic,i wish i could get centrelink and never have to work again
2327,'295459384190976000',Noticed this for the first time tonight!  @ City Hall Adelaide St Stop 42 http://t.co/4Vnq3I8u,off-topic,noticed this for the first time tonight ! @ city hall adelaide st stop <number> <url>
2328,'296825132884848640',@GeezerKids it's on the agenda this year once the new album is dropped :),off-topic,<user> it 's on the agenda this year once the new album is dropped <smile>
2329,'296548238406848512',Based on the first two tracks alone I can tell @pvtpvt's new album is something special. Looking forward to the rest.,off-topic,based on the first two tracks alone i can tell <user> 's new album is something special . looking forward to the rest .
2330,'296593029282820096',Turns out my PS3 isn't working how it should be...no Ni No Kuni for me :(,off-topic,turns out my ps <allcaps> <number> is n't working how it should be . <repeat> no ni no kuni for me <sadface>
2331,'295994976549076992',@612brisbane traffic lights out Bowen bridge rd from O'connel tce to Northey. No repeat no police on pt suty,off-topic,<user> traffic lights out bowen bridge rd from o'connel tce to northey . no repeat no police on pt suty
2332,'297320742868111360',@LV_Sports lol or in my case: sore body today = can't walk tomorrow,off-topic,<user> lol or in my case : sore body today = ca n't walk tomorrow
2334,'297338945665130499',@bajopants then its not a karaoke bar.,off-topic,<user> then its not a karaoke bar .
2335,'296866111742435328',@WillSinge will you tell us when your plane arrives? So we can come and see you,off-topic,<user> will you tell us when your plane arrives ? so we can come and see you
2336,'295851738110504960',"#derrensmells that is hilarious! Yes, I'm addicted to #derrenbrown on SBS!",off-topic,"<hashtag> derrensmells that is hilarious ! yes , i 'm addicted to <hashtag> derrenbrown on sbs <allcaps> !"
2337,'296569739814240256',Watching #Abba dock on ABC. Fascinating trip back to my childhood !,off-topic,watching <hashtag> abba dock on abc <allcaps> . fascinating trip back to my childhood !
2338,'296995263648788481',Ps2 console with games and controller $50 $50.00 Worongary http://t.co/P7oObTJ9,off-topic,ps <number> console with games and controller $ <number> $ <number> worongary <url>
2339,'295595820504469505',"Holy fuck, this wind is nuts!",off-topic,"holy fuck , this wind is nuts !"
2340,'295508493836886016',"@upulie just have some pasta, thatll bring the bugger out. Although it may Hurt.",off-topic,"<user> just have some pasta , thatll bring the bugger out . although it may hurt ."
2341,'296583549241421824',Dining table and six chairs $120.00 Robina http://t.co/3FCxWiTu,off-topic,dining table and six chairs $ <number> robina <url>
2342,'296040877569236992',"@annajane_collin hahah miss u too babe :) and sounds good, where r u traveling now?",off-topic,"<user> hahah miss u too babe <smile> and sounds good , where r u traveling now ?"
2343,'295497134780846080',@whysolilmaddie I want to get piercings all the way up my ear and I want a tattoo on my wrist and I'm dying my hair light pink. UR PLANS???,off-topic,<user> i want to get piercings all the way up my ear and i want a tattoo on my wrist and i 'm dying my hair light pink . ur <allcaps> plans <allcaps> ? <repeat>
2344,'295684890849062913',@popprincess73 and just lost power. Streets are filled with debris. It's anarchy!!,off-topic,<user> and just lost power . streets are filled with debris . it 's anarchy ! <repeat>
2345,'297286713120784384',Happy Chinese New Years I guess (@ Chinese New Years) [pic]: http://t.co/w6Jn4MC2,off-topic,happy chinese new years i guess -LRB- @ chinese new years -RRB- -LSB- pic -RSB- : <url>
2346,'295753373255364609',This is what happened near where I live. @ Oakman Park http://t.co/PzqjPzR6,off-topic,this is what happened near where i live . @ oakman park <url>
2347,'296600290029871104',@SnapbackSongz @stanosAU my profile pic is awesome,off-topic,<user> <user> my profile pic is awesome
2348,'297267464067239937',@deanojjones Odemwingie would feel worse than Torres after missing an open netter,off-topic,<user> odemwingie would feel worse than torres after missing an open netter
2349,'295388250800009217',@mickdart thinking of you if u anything please let us know xoxx,off-topic,<user> thinking of you if u anything please let us know xoxx
2350,'295469847771508739',Can someone ask Novak if he will spend some of his handbags and shoes money on a pair of runners that fit? #ausopen,off-topic,can someone ask novak if he will spend some of his handbags and shoes money on a pair of runners that fit ? <hashtag> ausopen
2351,'296122065751265280',"@L_Hizzle Oh Yes, you have to split into two:( We'll be. We'll be at both places selling gears. Both game- Taipans &amp; Cowboys start at 7:30.",off-topic,"<user> oh yes , you have to split into two <sadface> we 'll be . we 'll be at both places selling gears . both game - taipans & cowboys start at <number>"
2352,'297100919449989121',@victoria_wales what do you mean tomorrow? It's February now http://t.co/03TikWjS,off-topic,<user> what do you mean tomorrow ? it 's february now <url>
2353,'295464172546834432',Attn MED students Pharmacy textbook for sale $50.00 Parkwood http://t.co/TzgS8Lqa,off-topic,attn med <allcaps> students pharmacy textbook for sale $ <number> parkwood <url>
2354,'297328724263723008',@NGPriest where? I was at sunnybank plaza all day today :),off-topic,<user> where ? i was at sunnybank plaza all day today <smile>
2355,'295703655993208832',"Public holiday off to a flyer. Slept in till 6, eaten 2 breakfasts &amp; just woke up after my 20 minute nap turned into an hr &amp; a 1/2 sleep",off-topic,public holiday off to a flyer . slept in till <number> eaten <number> breakfasts & just woke up after my <number> minute nap turned into an hr & a <number> / <number> sleep
2356,'296784842723561472',My life. What is with people? How do you even have my number? http://t.co/8TURLmOs,off-topic,my life . what is with people ? how do you even have my number ? <url>
2357,'296780285842960385',@TeddyHewins that's sickk. They are playing in Brisbane this weekend. Are you going to red hot chili peppers?,off-topic,<user> that 's sickk . they are playing in brisbane this weekend . are you going to red hot chili peppers ?
2358,'295684023425060864',@shaunthesheep_ make yourself an egg white omlette and a cup of green tea like me :),off-topic,<user> make yourself an egg white omlette and a cup of green tea like me <smile>
2359,'296851317211664384',Dining Room Table and Chairs for Sale! $200.00 Main Beach http://t.co/AjTD7NL4,off-topic,dining room table and chairs for sale ! $ <number> main beach <url>
2360,'297251247713570816',@MoreJoyous great to see you back,off-topic,<user> great to see you back
2361,'296442172180402176',Just been through Gatton and Laidley - so very sad !!!,off-topic,just been through gatton and laidley - so very sad ! <repeat>
2362,'295885688027635712',"Lol, I don't even care.  #dontjudge @ Amy's Cave http://t.co/49wgaOz3",off-topic,"lol , i do n't even care . <hashtag> dontjudge @ amy 's cave <url>"
2363,'297270073524121602',"2007 Toyota RAV4 Cruiser White Manual Low k's NEGOTIABLE $20,000.0 Broadbeach Waters http://t.co/tcln2d7R",off-topic,<number> toyota rav <allcaps> <number> cruiser white manual low k 's negotiable <allcaps> $ <number> broadbeach waters <url>
2364,'295903602155855872',2013 will be a BIG year for me!! Wouldn't even be surprised if I'm not here in 2014 #partyhard #make$$ #makethedifference #bigthings,off-topic,<number> will be a big <allcaps> year for me ! <repeat> would n't even be surprised if i 'm not here in <number> <hashtag> partyhard <hashtag> make $ $ <hashtag> makethedifference <hashtag> bigthings
2365,'296101696659136512',@nicodonnell oh the developer preview of my 6.1 expired and been too busy to update before it happened. Had to full restore,off-topic,<user> oh the developer preview of my <number> expired and been too busy to update before it happened . had to full restore
2366,'295730392185573376',This is some storm ...300mm of rain overnight &amp; lots of trees down,on-topic,this is some storm <number> mm of rain overnight & lots of trees down
2367,'295491069561409536',@KiwiGirl1D thanks for the follow babes,off-topic,<user> thanks for the follow babes
2368,'295820604848893953',@ynb2210 at least once a week! I can't afford to buy as many books as I like to read.,off-topic,<user> at least once a week ! i ca n't afford to buy as many books as i like to read .
2369,'296500703734681600',@StalkingReedus @wwwbigbaldhead So am I... I still am bloody pissed off Though :/,off-topic,<user> <user> so am i . <repeat> i still am bloody pissed off though : /
